chid,pid,purpose,firstclass,tickettype,whopaid,luggage,age,male,income,seasonalticket,oricanton,descanton,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
920,156,2,0,6,3,1,2,1,2,1,1,2,110,3120,30,62,3120,10,0,130,195,2
921,156,2,0,6,3,1,2,1,2,1,1,2,141,3120,60,69,4160,30,0,130,120,2
922,156,2,0,6,3,1,2,1,2,1,1,2,110,2600,30,65,4160,20,0,80,120,2
923,156,2,0,6,3,1,2,1,2,1,1,2,141,2340,60,65,3120,20,0,100,195,2
924,156,2,0,6,3,1,2,1,2,1,1,2,120,2340,120,62,4160,10,0,100,120,2
925,156,2,0,6,3,1,2,1,2,1,1,2,110,3120,120,69,4160,10,0,80,150,2
926,156,2,0,6,3,1,2,1,2,1,1,2,110,2340,30,69,3380,30,0,100,150,2
927,156,2,0,6,3,1,2,1,2,1,1,2,141,2600,60,62,3380,10,0,80,150,2
928,162,2,0,7,1,1,1,1,2,1,22,25,54,1850,30,25,2220,10,0,60,24,1
929,162,2,0,7,1,1,1,1,2,1,22,25,54,1850,120,23,2960,10,1,78,39,2
930,162,2,0,7,1,1,1,1,2,1,22,25,54,1665,30,21,2960,20,0,78,30,1
931,162,2,0,7,1,1,1,1,2,1,22,25,44,1665,60,21,2960,30,1,48,39,2
932,162,2,0,7,1,1,1,1,2,1,22,25,47,1850,30,21,2405,30,1,78,24,2
933,162,2,0,7,1,1,1,1,2,1,22,25,47,1665,30,23,2220,10,1,48,30,2
934,162,2,0,7,1,1,1,1,2,1,22,25,47,2220,60,21,2220,20,0,48,24,2
935,162,2,0,7,1,1,1,1,2,1,22,25,54,2220,30,23,2405,30,0,48,39,2
936,162,2,0,7,1,1,1,1,2,1,22,25,47,1850,60,23,2960,30,0,60,30,1
937,166,2,0,8,1,1,1,0,4,0,22,25,53,208,120,20,208,30,1,40,20,2
938,166,2,0,8,1,1,1,0,4,0,22,25,53,156,120,24,225,20,1,32,16,1
939,166,2,0,8,1,1,1,0,4,0,22,25,43,156,120,22,208,30,0,52,16,1
940,166,2,0,8,1,1,1,0,4,0,22,25,46,156,60,24,225,10,0,52,26,1
941,166,2,0,8,1,1,1,0,4,0,22,25,46,173,120,24,208,30,0,32,26,1
942,166,2,0,8,1,1,1,0,4,0,22,25,43,173,60,24,208,20,1,52,20,1
943,166,2,0,8,1,1,1,0,4,0,22,25,43,208,60,22,225,10,1,40,16,1
944,166,2,0,8,1,1,1,0,4,0,22,25,46,208,30,24,277,20,1,40,26,1
945,166,2,0,8,1,1,1,0,4,0,22,25,43,173,120,20,225,20,0,40,26,1
946,169,2,0,8,1,1,2,0,2,0,22,25,59,122,120,26,122,30,1,40,25,2
947,169,2,0,8,1,1,2,0,2,0,22,25,59,92,120,30,133,20,1,32,20,2
948,169,2,0,8,1,1,2,0,2,0,22,25,49,92,120,28,122,30,0,52,20,2
949,169,2,0,8,1,1,2,0,2,0,22,25,52,92,60,30,133,10,0,52,32,2
950,169,2,0,8,1,1,2,0,2,0,22,25,52,102,120,30,122,30,0,32,32,2
951,169,2,0,8,1,1,2,0,2,0,22,25,49,122,60,28,133,10,1,40,20,2
952,169,2,0,8,1,1,2,0,2,0,22,25,49,102,60,30,122,20,1,52,25,2
953,169,2,0,8,1,1,2,0,2,0,22,25,52,122,30,30,163,20,1,40,32,2
954,169,2,0,8,1,1,2,0,2,0,22,25,49,102,120,26,133,20,0,40,32,2
955,170,2,0,8,1,1,2,0,3,0,22,25,57,268,120,33,290,20,0,117,35,2
956,170,2,0,8,1,1,2,0,3,0,22,25,64,268,60,35,357,30,0,117,28,1
957,170,2,0,8,1,1,2,0,3,0,22,25,54,268,30,31,268,10,0,117,45,2
958,170,2,0,8,1,1,2,0,3,0,22,25,54,223,30,33,357,20,0,72,28,1
959,170,2,0,8,1,1,2,0,3,0,22,25,64,201,60,33,268,20,0,90,45,2
960,170,2,0,8,1,1,2,0,3,0,22,25,57,201,120,31,357,10,0,90,28,1
961,170,2,0,8,1,1,2,0,3,0,22,25,54,268,120,35,357,10,0,72,35,1
962,170,2,0,8,1,1,2,0,3,0,22,25,64,223,60,31,290,10,0,72,35,2
963,170,2,0,8,1,1,2,0,3,0,22,25,54,201,30,35,290,30,0,90,35,1
964,171,2,0,8,1,1,2,0,3,0,25,22,79,295,120,55,320,20,0,78,40,2
965,171,2,0,8,1,1,2,0,3,0,25,22,86,295,60,57,394,30,0,78,32,1
966,171,2,0,8,1,1,2,0,3,0,25,22,76,295,30,53,295,10,0,78,52,2
967,171,2,0,8,1,1,2,0,3,0,25,22,76,246,30,55,394,20,0,48,32,1
968,171,2,0,8,1,1,2,0,3,0,25,22,86,221,60,55,295,20,0,60,52,2
969,171,2,0,8,1,1,2,0,3,0,25,22,76,295,120,57,394,10,0,48,40,2
970,171,2,0,8,1,1,2,0,3,0,25,22,79,221,120,53,394,10,0,60,32,2
971,171,2,0,8,1,1,2,0,3,0,25,22,86,246,60,53,320,10,0,48,40,2
972,171,2,0,8,1,1,2,0,3,0,25,22,76,221,30,57,320,30,0,60,40,1
973,174,2,0,8,1,1,2,1,2,0,25,22,56,282,120,23,282,30,1,40,30,2
974,174,2,0,8,1,1,2,1,2,0,25,22,56,211,120,27,305,20,1,32,24,2
975,174,2,0,8,1,1,2,1,2,0,25,22,46,211,120,25,282,30,0,52,24,2
976,174,2,0,8,1,1,2,1,2,0,25,22,49,211,60,27,305,10,0,52,39,2
977,174,2,0,8,1,1,2,1,2,0,25,22,49,235,120,27,282,30,0,32,39,2
978,174,2,0,8,1,1,2,1,2,0,25,22,46,282,60,25,305,10,1,40,24,2
979,174,2,0,8,1,1,2,1,2,0,25,22,46,235,60,27,282,20,1,52,30,2
980,174,2,0,8,1,1,2,1,2,0,25,22,49,282,30,27,376,20,1,40,39,1
981,174,2,0,8,1,1,2,1,2,0,25,22,46,235,120,23,305,20,0,40,39,2
982,176,2,0,8,1,1,4,0,1,1,22,25,53,2007,30,24,2408,10,0,40,20,2
983,176,2,0,8,1,1,4,0,1,1,22,25,53,2007,120,22,3211,10,1,52,32,1
984,176,2,0,8,1,1,4,0,1,1,22,25,53,1806,30,20,3211,20,0,52,25,1
985,176,2,0,8,1,1,4,0,1,1,22,25,43,1806,60,20,3211,30,1,32,32,1
986,176,2,0,8,1,1,4,0,1,1,22,25,46,2007,30,20,2609,30,1,52,20,1
987,176,2,0,8,1,1,4,0,1,1,22,25,46,1806,30,22,2408,10,1,32,25,1
988,176,2,0,8,1,1,4,0,1,1,22,25,46,2408,60,20,2408,20,0,32,20,2
989,176,2,0,8,1,1,4,0,1,1,22,25,53,2408,30,22,2609,30,0,32,32,2
990,176,2,0,8,1,1,4,0,1,1,22,25,46,2007,60,22,3211,30,0,40,25,1
991,177,2,0,8,2,1,2,0,2,0,25,22,74,235,30,45,282,10,0,60,24,2
992,177,2,0,8,2,1,2,0,2,0,25,22,74,211,30,41,376,20,0,78,30,2
993,177,2,0,8,2,1,2,0,2,0,25,22,74,235,120,43,376,10,1,78,39,2
994,177,2,0,8,2,1,2,0,2,0,25,22,64,211,60,41,376,30,1,48,39,2
995,177,2,0,8,2,1,2,0,2,0,25,22,67,235,30,41,305,30,1,78,24,2
996,177,2,0,8,2,1,2,0,2,0,25,22,67,282,60,41,282,20,0,48,24,2
997,177,2,0,8,2,1,2,0,2,0,25,22,67,211,30,43,282,10,1,48,30,2
998,177,2,0,8,2,1,2,0,2,0,25,22,67,235,60,43,376,30,0,60,30,2
999,177,2,0,8,2,1,2,0,2,0,25,22,74,282,30,43,305,30,0,48,39,2
1000,178,2,0,8,2,1,2,1,1,0,22,25,66,360,120,31,360,30,1,60,40,2
1001,178,2,0,8,2,1,2,1,1,0,22,25,66,270,120,35,390,20,1,48,32,2
1002,178,2,0,8,2,1,2,1,1,0,22,25,52,270,120,33,360,30,0,78,32,2
1003,178,2,0,8,2,1,2,1,1,0,22,25,57,270,60,35,390,10,0,78,52,2
1004,178,2,0,8,2,1,2,1,1,0,22,25,57,300,120,35,360,30,0,48,52,2
1005,178,2,0,8,2,1,2,1,1,0,22,25,52,360,60,33,390,10,1,60,32,2
1006,178,2,0,8,2,1,2,1,1,0,22,25,52,300,60,35,360,20,1,78,40,2
1007,178,2,0,8,2,1,2,1,1,0,22,25,57,360,30,35,480,20,1,60,52,2
1008,178,2,0,8,2,1,2,1,1,0,22,25,52,300,120,31,390,20,0,60,52,2
1009,179,2,0,8,2,1,2,1,3,0,25,22,66,223,30,37,268,10,0,40,24,2
1010,179,2,0,8,2,1,2,1,3,0,25,22,66,201,30,33,357,20,0,52,30,1
1011,179,2,0,8,2,1,2,1,3,0,25,22,66,223,120,35,357,10,1,52,39,2
1012,179,2,0,8,2,1,2,1,3,0,25,22,56,201,60,33,357,30,1,32,39,2
1013,179,2,0,8,2,1,2,1,3,0,25,22,59,223,30,33,290,30,1,52,24,2
1014,179,2,0,8,2,1,2,1,3,0,25,22,59,268,60,33,268,20,0,32,24,2
1015,179,2,0,8,2,1,2,1,3,0,25,22,59,201,30,35,268,10,1,32,30,2
1016,179,2,0,8,2,1,2,1,3,0,25,22,59,223,60,35,357,30,0,40,30,2
1017,179,2,0,8,2,1,2,1,3,0,25,22,66,268,30,35,290,30,0,32,39,2
1018,180,2,0,8,3,1,2,0,1,0,22,25,69,308,120,32,308,30,1,60,40,2
1019,180,2,0,8,3,1,2,0,1,0,22,25,69,231,120,36,334,20,1,48,32,2
1020,180,2,0,8,3,1,2,0,1,0,22,25,53,231,120,34,308,30,0,78,32,2
1021,180,2,0,8,3,1,2,0,1,0,22,25,58,231,60,36,334,10,0,78,52,2
1022,180,2,0,8,3,1,2,0,1,0,22,25,58,257,120,36,308,30,0,48,52,2
1023,180,2,0,8,3,1,2,0,1,0,22,25,53,308,60,34,334,10,1,60,32,2
1024,180,2,0,8,3,1,2,0,1,0,22,25,53,257,60,36,308,20,1,78,40,2
1025,180,2,0,8,3,1,2,0,1,0,22,25,58,308,30,36,411,20,1,60,52,1
1026,180,2,0,8,3,1,2,0,1,0,22,25,53,257,120,32,334,20,0,60,52,2
1027,181,2,0,8,3,1,2,0,2,0,22,25,69,246,30,36,295,10,0,60,32,2
1028,181,2,0,8,3,1,2,0,2,0,22,25,69,221,30,32,394,20,0,78,40,2
1029,181,2,0,8,3,1,2,0,2,0,22,25,69,246,120,34,394,10,1,78,52,2
1030,181,2,0,8,3,1,2,0,2,0,22,25,53,221,60,32,394,30,1,48,52,2
1031,181,2,0,8,3,1,2,0,2,0,22,25,58,246,30,32,320,30,1,78,32,2
1032,181,2,0,8,3,1,2,0,2,0,22,25,58,295,60,32,295,20,0,48,32,2
1033,181,2,0,8,3,1,2,0,2,0,22,25,58,221,30,34,295,10,1,48,40,2
1034,181,2,0,8,3,1,2,0,2,0,22,25,58,246,60,34,394,30,0,60,40,2
1035,181,2,0,8,3,1,2,0,2,0,22,25,69,295,30,34,320,30,0,48,52,2
1036,182,2,0,10,1,1,2,0,2,0,1,17,105,180,120,52,195,20,0,78,40,2
1037,182,2,0,10,1,1,2,0,2,0,1,17,95,180,30,49,180,10,0,78,52,2
1038,182,2,0,10,1,1,2,0,2,0,1,17,124,180,60,56,240,30,0,78,32,3
1039,182,2,0,10,1,1,2,0,2,0,1,17,95,150,30,52,240,20,0,48,32,3
1040,182,2,0,10,1,1,2,0,2,0,1,17,124,135,60,52,180,20,0,60,52,2
1041,182,2,0,10,1,1,2,0,2,0,1,17,105,135,120,49,240,10,0,60,32,3
1042,182,2,0,10,1,1,2,0,2,0,1,17,95,180,120,56,240,10,0,48,40,3
1043,182,2,0,10,1,1,2,0,2,0,1,17,95,135,30,56,195,30,0,60,40,3
1044,182,2,0,10,1,1,2,0,2,0,1,17,124,150,60,49,195,10,0,48,40,1
1045,183,2,0,10,2,1,1,0,1,1,22,25,61,1500,30,32,1800,10,0,50,24,2
1046,183,2,0,10,2,1,1,0,1,1,22,25,61,1350,30,28,2400,20,0,65,30,2
1047,183,2,0,10,2,1,1,0,1,1,22,25,61,1500,120,30,2400,10,1,65,39,2
1048,183,2,0,10,2,1,1,0,1,1,22,25,51,1350,60,28,2400,30,1,40,39,2
1049,183,2,0,10,2,1,1,0,1,1,22,25,54,1500,30,28,1950,30,1,65,24,2
1050,183,2,0,10,2,1,1,0,1,1,22,25,54,1800,60,28,1800,20,0,40,24,2
1051,183,2,0,10,2,1,1,0,1,1,22,25,54,1350,30,30,1800,10,1,40,30,2
1052,183,2,0,10,2,1,1,0,1,1,22,25,54,1500,60,30,2400,30,0,50,30,2
1053,183,2,0,10,2,1,1,0,1,1,22,25,61,1800,30,30,1950,30,0,40,39,2
1054,185,2,1,1,1,1,2,0,2,0,1,2,99,72,120,44,84,20,0,104,50,2
1055,185,2,1,1,1,1,2,0,2,0,1,2,113,72,60,48,94,30,0,104,40,2
1056,185,2,1,1,1,1,2,0,2,0,1,2,92,72,30,41,78,10,0,104,65,2
1057,185,2,1,1,1,1,2,0,2,0,1,2,92,60,30,44,84,20,0,64,40,2
1058,185,2,1,1,1,1,2,0,2,0,1,2,113,54,60,44,65,20,0,80,65,2
1059,185,2,1,1,1,1,2,0,2,0,1,2,92,72,120,48,94,10,0,64,50,2
1060,185,2,1,1,1,1,2,0,2,0,1,2,99,54,120,41,78,10,0,80,40,2
1061,185,2,1,1,1,1,2,0,2,0,1,2,113,60,60,41,74,10,0,64,50,2
1062,185,2,1,1,1,1,2,0,2,0,1,2,92,54,30,48,68,30,0,80,50,2
1063,187,2,1,1,1,1,3,1,3,0,17,2,172,94,120,92,94,30,1,120,140,2
1064,187,2,1,1,1,1,3,1,3,0,17,2,131,70,120,95,78,30,0,156,112,2
1065,187,2,1,1,1,1,3,1,3,0,17,2,172,70,120,99,81,20,1,96,112,2
1066,187,2,1,1,1,1,3,1,3,0,17,2,145,70,60,99,81,10,0,156,182,2
1067,187,2,1,1,1,1,3,1,3,0,17,2,145,78,120,99,84,30,0,96,182,2
1068,187,2,1,1,1,1,3,1,3,0,17,2,131,78,60,99,84,20,1,156,140,2
1069,187,2,1,1,1,1,3,1,3,0,17,2,131,94,60,95,99,10,1,120,112,2
1070,187,2,1,1,1,1,3,1,3,0,17,2,131,78,120,92,88,20,0,120,182,2
1071,187,2,1,1,1,1,3,1,3,0,17,2,145,94,30,99,112,20,1,120,182,2
1072,189,2,1,1,2,1,2,1,1,0,25,22,61,35,120,28,38,30,1,40,25,2
1073,189,2,1,1,2,1,2,1,1,0,25,22,51,26,120,30,32,30,0,52,20,2
1074,189,2,1,1,2,1,2,1,1,0,25,22,61,26,120,32,32,20,1,32,20,3
1075,189,2,1,1,2,1,2,1,1,0,25,22,54,26,60,32,32,10,0,52,32,2
1076,189,2,1,1,2,1,2,1,1,0,25,22,54,29,120,32,34,30,0,32,32,2
1077,189,2,1,1,2,1,2,1,1,0,25,22,51,29,60,32,34,20,1,52,25,2
1078,189,2,1,1,2,1,2,1,1,0,25,22,51,35,60,30,42,10,1,40,20,3
1079,189,2,1,1,2,1,2,1,1,0,25,22,51,29,120,28,36,20,0,40,32,2
1080,189,2,1,1,2,1,2,1,1,0,25,22,54,35,30,32,53,20,1,40,32,1
1081,190,2,1,1,3,1,3,1,3,0,17,2,190,91,120,111,94,30,1,120,70,2
1082,190,2,1,1,3,1,3,1,3,0,17,2,151,68,120,114,78,30,0,156,56,2
1083,190,2,1,1,3,1,3,1,3,0,17,2,190,68,120,118,81,20,1,96,56,3
1084,190,2,1,1,3,1,3,1,3,0,17,2,164,68,60,118,81,10,0,156,91,2
1085,190,2,1,1,3,1,3,1,3,0,17,2,164,76,120,118,84,30,0,96,91,2
1086,190,2,1,1,3,1,3,1,3,0,17,2,151,76,60,118,84,20,1,156,70,2
1087,190,2,1,1,3,1,3,1,3,0,17,2,151,91,60,114,99,10,1,120,56,2
1088,190,2,1,1,3,1,3,1,3,0,17,2,151,76,120,111,88,20,0,120,91,2
1089,190,2,1,1,3,1,3,1,3,0,17,2,164,91,30,118,112,20,1,120,91,3
1090,192,2,1,3,1,1,2,1,1,0,22,1,219,176,30,86,198,10,0,150,68,2
1091,192,2,1,3,1,1,2,1,1,0,22,1,219,176,120,78,245,10,1,195,110,1
1092,192,2,1,3,1,1,2,1,1,0,22,1,219,158,30,72,225,20,0,195,85,1
1093,192,2,1,3,1,1,2,1,1,0,22,1,170,158,60,72,225,30,1,120,110,1
1094,192,2,1,3,1,1,2,1,1,0,22,1,186,176,30,72,210,30,1,195,68,1
1095,192,2,1,3,1,1,2,1,1,0,22,1,186,158,30,78,184,10,1,120,85,1
1096,192,2,1,3,1,1,2,1,1,0,22,1,186,211,60,72,225,20,0,120,68,2
1097,192,2,1,3,1,1,2,1,1,0,22,1,219,211,30,78,245,30,0,120,110,1
1098,192,2,1,3,1,1,2,1,1,0,22,1,186,176,60,78,245,30,0,150,85,1
1099,193,2,1,3,2,1,2,0,2,0,22,25,76,70,120,43,77,30,1,60,30,2
1100,193,2,1,3,2,1,2,0,2,0,22,25,66,52,120,45,63,30,0,78,24,2
1101,193,2,1,3,2,1,2,0,2,0,22,25,76,52,120,47,65,20,1,48,24,3
1102,193,2,1,3,2,1,2,0,2,0,22,25,69,52,60,47,65,10,0,78,39,2
1103,193,2,1,3,2,1,2,0,2,0,22,25,69,58,120,47,68,30,0,48,39,3
1104,193,2,1,3,2,1,2,0,2,0,22,25,66,58,60,47,68,20,1,78,30,2
1105,193,2,1,3,2,1,2,0,2,0,22,25,66,70,60,45,85,10,1,60,24,2
1106,193,2,1,3,2,1,2,0,2,0,22,25,66,58,120,43,72,20,0,60,39,2
1107,193,2,1,3,2,1,2,0,2,0,22,25,69,70,30,47,106,20,1,60,39,3
1108,195,2,1,5,2,1,2,1,3,0,19,25,59,100,120,35,108,20,0,156,110,2
1109,195,2,1,5,2,1,2,1,3,0,19,25,66,100,60,37,133,30,0,156,88,3
1110,195,2,1,5,2,1,2,1,3,0,19,25,56,100,30,33,100,10,0,156,143,2
1111,195,2,1,5,2,1,2,1,3,0,19,25,56,83,30,35,133,20,0,96,88,3
1112,195,2,1,5,2,1,2,1,3,0,19,25,66,75,60,35,100,20,0,120,143,2
1113,195,2,1,5,2,1,2,1,3,0,19,25,59,75,120,33,133,10,0,120,88,1
1114,195,2,1,5,2,1,2,1,3,0,19,25,56,100,120,37,133,10,0,96,110,3
1115,195,2,1,5,2,1,2,1,3,0,19,25,66,83,60,33,108,10,0,96,110,3
1116,195,2,1,5,2,1,2,1,3,0,19,25,56,75,30,37,108,30,0,120,110,1
1117,196,2,1,5,2,1,3,0,3,0,25,2,135,100,120,59,108,20,0,156,100,2
1118,196,2,1,5,2,1,3,0,3,0,25,2,156,100,60,65,133,30,0,156,80,2
1119,196,2,1,5,2,1,3,0,3,0,25,2,124,100,30,54,100,10,0,156,130,2
1120,196,2,1,5,2,1,3,0,3,0,25,2,124,83,30,59,133,20,0,96,80,2
1121,196,2,1,5,2,1,3,0,3,0,25,2,156,75,60,59,100,20,0,120,130,2
1122,196,2,1,5,2,1,3,0,3,0,25,2,124,100,120,65,133,10,0,96,100,2
1123,196,2,1,5,2,1,3,0,3,0,25,2,135,75,120,54,133,10,0,120,80,2
1124,196,2,1,5,2,1,3,0,3,0,25,2,156,83,60,54,108,10,0,96,100,2
1125,196,2,1,5,2,1,3,0,3,0,25,2,124,75,30,65,108,30,0,120,100,2
1126,198,2,1,6,1,1,2,1,2,1,2,1,117,4200,30,49,5040,10,0,90,40,2
1127,198,2,1,6,1,1,2,1,2,1,2,1,117,4200,120,45,6720,10,1,117,65,2
1128,198,2,1,6,1,1,2,1,2,1,2,1,117,3780,30,42,6720,20,0,117,50,2
1129,198,2,1,6,1,1,2,1,2,1,2,1,92,3780,60,42,6720,30,1,72,65,1
1130,198,2,1,6,1,1,2,1,2,1,2,1,100,4200,30,42,5460,30,1,117,40,2
1131,198,2,1,6,1,1,2,1,2,1,2,1,100,3780,30,45,5040,10,1,72,50,2
1132,198,2,1,6,1,1,2,1,2,1,2,1,100,5040,60,42,5040,20,0,72,40,2
1133,198,2,1,6,1,1,2,1,2,1,2,1,117,5040,30,45,5460,30,0,72,65,2
1134,198,2,1,6,1,1,2,1,2,1,2,1,100,4200,60,45,6720,30,0,90,50,2
1135,201,2,1,6,1,1,3,1,3,1,22,22,84,5040,120,44,5040,30,1,50,35,2
1136,201,2,1,6,1,1,3,1,3,1,22,22,84,3780,120,48,5460,20,1,40,28,2
1137,201,2,1,6,1,1,3,1,3,1,22,22,63,3780,120,46,5040,30,0,65,28,2
1138,201,2,1,6,1,1,3,1,3,1,22,22,70,3780,60,48,5460,10,0,65,45,2
1139,201,2,1,6,1,1,3,1,3,1,22,22,70,4200,120,48,5040,30,0,40,45,2
1140,201,2,1,6,1,1,3,1,3,1,22,22,63,5040,60,46,5460,10,1,50,28,2
1141,201,2,1,6,1,1,3,1,3,1,22,22,63,4200,60,48,5040,20,1,65,35,2
1142,201,2,1,6,1,1,3,1,3,1,22,22,70,5040,30,48,6720,20,1,50,45,2
1143,201,2,1,6,1,1,3,1,3,1,22,22,63,4200,120,44,5460,20,0,50,45,2
1144,202,2,1,6,1,1,3,1,3,1,22,25,71,5040,120,36,5040,30,1,60,150,2
1145,202,2,1,6,1,1,3,1,3,1,22,25,71,3780,120,40,5460,20,1,48,120,2
1146,202,2,1,6,1,1,3,1,3,1,22,25,57,3780,120,38,5040,30,0,78,120,2
1147,202,2,1,6,1,1,3,1,3,1,22,25,62,3780,60,40,5460,10,0,78,195,2
1148,202,2,1,6,1,1,3,1,3,1,22,25,62,4200,120,40,5040,30,0,48,195,2
1149,202,2,1,6,1,1,3,1,3,1,22,25,57,5040,60,38,5460,10,1,60,120,2
1150,202,2,1,6,1,1,3,1,3,1,22,25,57,4200,60,40,5040,20,1,78,150,2
1151,202,2,1,6,1,1,3,1,3,1,22,25,62,5040,30,40,6720,20,1,60,195,1
1152,202,2,1,6,1,1,3,1,3,1,22,25,57,4200,120,36,5460,20,0,60,195,2
1153,203,2,1,6,1,1,3,1,3,1,23,25,110,5040,120,68,5040,30,1,120,70,2
1154,203,2,1,6,1,1,3,1,3,1,23,25,110,3780,120,72,5460,20,1,96,56,2
1155,203,2,1,6,1,1,3,1,3,1,23,25,86,3780,120,70,5040,30,0,156,56,2
1156,203,2,1,6,1,1,3,1,3,1,23,25,94,3780,60,72,5460,10,0,156,91,2
1157,203,2,1,6,1,1,3,1,3,1,23,25,94,4200,120,72,5040,30,0,96,91,1
1158,203,2,1,6,1,1,3,1,3,1,23,25,86,4200,60,72,5040,20,1,156,70,1
1159,203,2,1,6,1,1,3,1,3,1,23,25,86,5040,60,70,5460,10,1,120,56,1
1160,203,2,1,6,1,1,3,1,3,1,23,25,94,5040,30,72,6720,20,1,120,91,1
1161,203,2,1,6,1,1,3,1,3,1,23,25,86,4200,120,68,5460,20,0,120,91,1
1162,205,2,1,6,2,1,2,1,3,1,1,17,88,5040,120,35,5460,20,0,78,30,2
1163,205,2,1,6,2,1,2,1,3,1,1,17,81,5040,30,32,5040,10,0,78,39,2
1164,205,2,1,6,2,1,2,1,3,1,1,17,102,5040,60,39,6720,30,0,78,24,2
1165,205,2,1,6,2,1,2,1,3,1,1,17,81,4200,30,35,6720,20,0,48,24,2
1166,205,2,1,6,2,1,2,1,3,1,1,17,102,3780,60,35,5040,20,0,60,39,2
1167,205,2,1,6,2,1,2,1,3,1,1,17,88,3780,120,32,6720,10,0,60,24,2
1168,205,2,1,6,2,1,2,1,3,1,1,17,81,5040,120,39,6720,10,0,48,30,2
1169,205,2,1,6,2,1,2,1,3,1,1,17,81,3780,30,39,5460,30,0,60,30,2
1170,205,2,1,6,2,1,2,1,3,1,1,17,102,4200,60,32,5460,10,0,48,30,2
1171,207,2,1,6,2,1,3,1,3,1,25,23,112,4200,30,74,5040,10,0,80,96,2
1172,207,2,1,6,2,1,3,1,3,1,25,23,112,3780,30,70,6720,20,0,104,120,1
1173,207,2,1,6,2,1,3,1,3,1,25,23,112,4200,120,72,6720,10,1,104,156,1
1174,207,2,1,6,2,1,3,1,3,1,25,23,88,3780,60,70,6720,30,1,64,156,1
1175,207,2,1,6,2,1,3,1,3,1,25,23,96,4200,30,70,5460,30,1,104,96,2
1176,207,2,1,6,2,1,3,1,3,1,25,23,96,5040,60,70,5040,20,0,64,96,2
1177,207,2,1,6,2,1,3,1,3,1,25,23,96,3780,30,72,5040,10,1,64,120,1
1178,207,2,1,6,2,1,3,1,3,1,25,23,96,4200,60,72,6720,30,0,80,120,1
1179,207,2,1,6,2,1,3,1,3,1,25,23,112,5040,30,72,5460,30,0,64,156,2
1180,208,2,1,6,2,1,3,1,4,1,22,25,94,5040,120,55,5040,30,1,100,50,2
1181,208,2,1,6,2,1,3,1,4,1,22,25,94,3780,120,59,5460,20,1,80,40,2
1182,208,2,1,6,2,1,3,1,4,1,22,25,75,3780,120,57,5040,30,0,130,40,1
1183,208,2,1,6,2,1,3,1,4,1,22,25,81,3780,60,59,5460,10,0,130,65,2
1184,208,2,1,6,2,1,3,1,4,1,22,25,81,4200,120,59,5040,30,0,80,65,1
1185,208,2,1,6,2,1,3,1,4,1,22,25,75,5040,60,57,5460,10,1,100,40,2
1186,208,2,1,6,2,1,3,1,4,1,22,25,75,4200,60,59,5040,20,1,130,50,1
1187,208,2,1,6,2,1,3,1,4,1,22,25,81,5040,30,59,6720,20,1,100,65,1
1188,208,2,1,6,2,1,3,1,4,1,22,25,75,4200,120,55,5460,20,0,100,65,1
1189,209,2,1,6,2,1,4,0,2,1,22,25,71,4200,30,42,5040,10,0,50,24,2
1190,209,2,1,6,2,1,4,0,2,1,22,25,71,3780,30,38,6720,20,0,65,30,1
1191,209,2,1,6,2,1,4,0,2,1,22,25,71,4200,120,40,6720,10,1,65,39,2
1192,209,2,1,6,2,1,4,0,2,1,22,25,61,3780,60,38,6720,30,1,40,39,2
1193,209,2,1,6,2,1,4,0,2,1,22,25,64,4200,30,38,5460,30,1,65,24,1
1194,209,2,1,6,2,1,4,0,2,1,22,25,64,5040,60,38,5040,20,0,40,24,2
1195,209,2,1,6,2,1,4,0,2,1,22,25,64,3780,30,40,5040,10,1,40,30,2
1196,209,2,1,6,2,1,4,0,2,1,22,25,64,4200,60,40,6720,30,0,50,30,2
1197,209,2,1,6,2,1,4,0,2,1,22,25,71,5040,30,40,5460,30,0,40,39,2
1198,210,2,1,6,3,1,2,1,2,1,1,17,95,5040,120,42,5460,20,0,78,70,3
1199,210,2,1,6,3,1,2,1,2,1,1,17,88,5040,30,39,5040,10,0,78,91,2
1200,210,2,1,6,3,1,2,1,2,1,1,17,109,5040,60,46,6720,30,0,78,56,2
1201,210,2,1,6,3,1,2,1,2,1,1,17,88,4200,30,42,6720,20,0,48,56,1
1202,210,2,1,6,3,1,2,1,2,1,1,17,109,3780,60,42,5040,20,0,60,91,2
1203,210,2,1,6,3,1,2,1,2,1,1,17,95,3780,120,39,6720,10,0,60,56,3
1204,210,2,1,6,3,1,2,1,2,1,1,17,88,5040,120,46,6720,10,0,48,70,3
1205,210,2,1,6,3,1,2,1,2,1,1,17,88,3780,30,46,5460,30,0,60,70,1
1206,210,2,1,6,3,1,2,1,2,1,1,17,109,4200,60,39,5460,10,0,48,70,2
1207,213,2,1,8,1,1,1,1,1,0,25,22,59,205,120,35,222,20,0,65,20,2
1208,213,2,1,8,1,1,1,1,1,0,25,22,66,205,60,37,274,30,0,65,16,1
1209,213,2,1,8,1,1,1,1,1,0,25,22,56,205,30,33,205,10,0,65,26,2
1210,213,2,1,8,1,1,1,1,1,0,25,22,56,171,30,35,274,20,0,40,16,2
1211,213,2,1,8,1,1,1,1,1,0,25,22,66,154,60,35,205,20,0,50,26,2
