chid,pid,purpose,firstclass,tickettype,whopaid,luggage,age,male,income,seasonalticket,oricanton,descanton,CO,HE,seats,TT,alt,match
1311,240,3,0,1,1,1,4,0,2,0,22,25,0.25,0,0,0.4,2,0
1312,240,3,0,1,1,1,4,0,2,0,22,25,0.22,0.6,0,0.74,0,0
1312,240,3,0,1,1,1,4,0,2,0,22,25,0.24,0.2,2,0.48,1,1
1312,240,3,0,1,1,1,4,0,2,0,22,25,0.2,0,0,0.4,2,0
1313,240,3,0,1,1,1,4,0,2,0,22,25,0.18,0.6,0,0.74,0,1
1313,240,3,0,1,1,1,4,0,2,0,22,25,0.26,0.3,2,0.5,1,0
1313,240,3,0,1,1,1,4,0,2,0,22,25,0.25,0,0,0.5,2,0
1314,240,3,0,1,1,1,4,0,2,0,22,25,0.22,0.3,0,0.81,0,0
1314,240,3,0,1,1,1,4,0,2,0,22,25,0.26,0.3,2,0.5,1,1
1314,240,3,0,1,1,1,4,0,2,0,22,25,0.32,0,0,0.4,2,0
1315,241,3,0,1,1,1,4,0,2,0,25,1,0.74,1.2,0,2.66,0,1
1315,241,3,0,1,1,1,4,0,2,0,25,1,0.78,0.3,1,0.93,1,0
1315,241,3,0,1,1,1,4,0,2,0,25,1,1.3,0,0,1.9,2,0
1316,241,3,0,1,1,1,4,0,2,0,25,1,0.56,1.2,0,2.12,0,1
1316,241,3,0,1,1,1,4,0,2,0,25,1,0.64,0.3,2,1.01,1,0
1316,241,3,0,1,1,1,4,0,2,0,25,1,1.04,0,0,2.47,2,0
1317,241,3,0,1,1,1,4,0,2,0,25,1,0.56,1.2,0,2.66,0,1
1317,241,3,0,1,1,1,4,0,2,0,25,1,0.66,0.2,1,1.11,1,0
1317,241,3,0,1,1,1,4,0,2,0,25,1,1.04,0,0,1.52,2,0
1318,241,3,0,1,1,1,4,0,2,0,25,1,0.56,0.6,0,2.3,0,1
1318,241,3,0,1,1,1,4,0,2,0,25,1,0.66,0.1,2,1.11,1,0
1318,241,3,0,1,1,1,4,0,2,0,25,1,1.69,0,0,2.47,2,0
1319,241,3,0,1,1,1,4,0,2,0,25,1,0.62,1.2,0,2.3,0,1
1319,241,3,0,1,1,1,4,0,2,0,25,1,0.7,0.3,2,1.11,1,0
1319,241,3,0,1,1,1,4,0,2,0,25,1,1.69,0,0,1.52,2,0
1320,241,3,0,1,1,1,4,0,2,0,25,1,0.62,0.6,0,2.12,0,1
1320,241,3,0,1,1,1,4,0,2,0,25,1,0.7,0.2,1,1.11,1,0
1320,241,3,0,1,1,1,4,0,2,0,25,1,1.3,0,0,2.47,2,0
1321,241,3,0,1,1,1,4,0,2,0,25,1,0.74,0.6,0,2.12,0,1
1321,241,3,0,1,1,1,4,0,2,0,25,1,0.82,0.1,1,1.01,1,0
1321,241,3,0,1,1,1,4,0,2,0,25,1,1.04,0,0,1.9,2,0
1322,241,3,0,1,1,1,4,0,2,0,25,1,0.62,1.2,0,2.12,0,1
1322,241,3,0,1,1,1,4,0,2,0,25,1,0.72,0.2,2,0.93,1,0
1322,241,3,0,1,1,1,4,0,2,0,25,1,1.69,0,0,1.9,2,0
1323,241,3,0,1,1,1,4,0,2,0,25,1,0.74,0.3,0,2.3,0,1
1323,241,3,0,1,1,1,4,0,2,0,25,1,0.99,0.2,1,1.11,1,0
1323,241,3,0,1,1,1,4,0,2,0,25,1,1.69,0,0,1.9,2,0
1324,242,3,0,1,1,1,4,0,2,0,25,22,0.25,0.3,0,0.78,0,1
1324,242,3,0,1,1,1,4,0,2,0,25,22,0.28,0.1,2,0.45,1,0
1324,242,3,0,1,1,1,4,0,2,0,25,22,0.32,0,0,0.6,2,0
1325,242,3,0,1,1,1,4,0,2,0,25,22,0.22,0.3,0,0.78,0,1
1325,242,3,0,1,1,1,4,0,2,0,25,22,0.31,0.2,2,0.41,1,0
1325,242,3,0,1,1,1,4,0,2,0,25,22,0.4,0,0,0.78,2,0
1326,242,3,0,1,1,1,4,0,2,0,25,22,0.25,1.2,0,0.78,0,1
1326,242,3,0,1,1,1,4,0,2,0,25,22,0.34,0.1,1,0.43,1,0
1326,242,3,0,1,1,1,4,0,2,0,25,22,0.52,0,0,0.78,2,0
1327,242,3,0,1,1,1,4,0,2,0,25,22,0.22,0.6,0,0.61,0,1
1327,242,3,0,1,1,1,4,0,2,0,25,22,0.31,0.3,1,0.41,1,0
1327,242,3,0,1,1,1,4,0,2,0,25,22,0.52,0,0,0.48,2,0
1328,242,3,0,1,1,1,4,0,2,0,25,22,0.25,0.3,0,0.67,0,1
1328,242,3,0,1,1,1,4,0,2,0,25,22,0.29,0.3,1,0.41,1,0
1328,242,3,0,1,1,1,4,0,2,0,25,22,0.32,0,0,0.78,2,0
1329,242,3,0,1,1,1,4,0,2,0,25,22,0.22,0.3,0,0.67,0,1
1329,242,3,0,1,1,1,4,0,2,0,25,22,0.25,0.1,1,0.43,1,0
1329,242,3,0,1,1,1,4,0,2,0,25,22,0.4,0,0,0.48,2,0
1330,242,3,0,1,1,1,4,0,2,0,25,22,0.3,0.6,0,0.67,0,1
1330,242,3,0,1,1,1,4,0,2,0,25,22,0.32,0.2,2,0.41,1,0
1330,242,3,0,1,1,1,4,0,2,0,25,22,0.32,0,0,0.48,2,0
1331,242,3,0,1,1,1,4,0,2,0,25,22,0.25,0.6,0,0.67,0,1
1331,242,3,0,1,1,1,4,0,2,0,25,22,0.34,0.3,2,0.43,1,0
1331,242,3,0,1,1,1,4,0,2,0,25,22,0.4,0,0,0.6,2,0
1332,242,3,0,1,1,1,4,0,2,0,25,22,0.3,0.3,0,0.78,0,1
1332,242,3,0,1,1,1,4,0,2,0,25,22,0.35,0.3,2,0.43,1,0
1332,242,3,0,1,1,1,4,0,2,0,25,22,0.52,0,0,0.48,2,0
1333,245,3,0,1,1,1,5,0,1,0,25,2,0.4,0.3,0,1.61,0,0
1333,245,3,0,1,1,1,5,0,1,0,25,2,0.45,0.1,2,0.7,1,0
1333,245,3,0,1,1,1,5,0,1,0,25,2,0.56,0,0,0.75,2,1
1334,245,3,0,1,1,1,5,0,1,0,25,2,0.4,1.2,0,1.61,0,0
1334,245,3,0,1,1,1,5,0,1,0,25,2,0.53,0.1,1,0.64,1,1
1334,245,3,0,1,1,1,5,0,1,0,25,2,0.91,0,0,0.97,2,0
1335,245,3,0,1,1,1,5,0,1,0,25,2,0.36,0.3,0,1.61,0,0
1335,245,3,0,1,1,1,5,0,1,0,25,2,0.5,0.2,2,0.59,1,1
1335,245,3,0,1,1,1,5,0,1,0,25,2,0.7,0,0,0.97,2,0
1336,245,3,0,1,1,1,5,0,1,0,25,2,0.36,0.6,0,1.29,0,0
1336,245,3,0,1,1,1,5,0,1,0,25,2,0.5,0.3,1,0.59,1,1
1336,245,3,0,1,1,1,5,0,1,0,25,2,0.91,0,0,0.6,2,0
1337,245,3,0,1,1,1,5,0,1,0,25,2,0.4,0.3,0,1.4,0,0
1337,245,3,0,1,1,1,5,0,1,0,25,2,0.46,0.3,1,0.59,1,1
1337,245,3,0,1,1,1,5,0,1,0,25,2,0.56,0,0,0.97,2,0
1338,245,3,0,1,1,1,5,0,1,0,25,2,0.36,0.3,0,1.4,0,0
1338,245,3,0,1,1,1,5,0,1,0,25,2,0.42,0.1,1,0.64,1,1
1338,245,3,0,1,1,1,5,0,1,0,25,2,0.7,0,0,0.6,2,0
1339,245,3,0,1,1,1,5,0,1,0,25,2,0.48,0.6,0,1.4,0,0
1339,245,3,0,1,1,1,5,0,1,0,25,2,0.5,0.2,2,0.59,1,1
1339,245,3,0,1,1,1,5,0,1,0,25,2,0.56,0,0,0.6,2,0
1340,245,3,0,1,1,1,5,0,1,0,25,2,0.48,0.3,0,1.61,0,0
1340,245,3,0,1,1,1,5,0,1,0,25,2,0.53,0.3,2,0.64,1,1
1340,245,3,0,1,1,1,5,0,1,0,25,2,0.91,0,0,0.6,2,0
1341,245,3,0,1,1,1,5,0,1,0,25,2,0.4,0.6,0,1.4,0,0
1341,245,3,0,1,1,1,5,0,1,0,25,2,0.53,0.3,2,0.64,1,1
1341,245,3,0,1,1,1,5,0,1,0,25,2,0.7,0,0,0.75,2,0
1342,246,3,0,1,1,1,5,0,2,0,2,1,0.48,1.2,0,1.44,0,0
1342,246,3,0,1,1,1,5,0,2,0,2,1,0.5,0.3,1,0.7,1,1
1342,246,3,0,1,1,1,5,0,2,0,2,1,0.7,0,0,1.1,2,0
1343,246,3,0,1,1,1,5,0,2,0,2,1,0.36,1.2,0,1.2,0,0
1343,246,3,0,1,1,1,5,0,2,0,2,1,0.42,0.3,2,0.73,1,1
1343,246,3,0,1,1,1,5,0,2,0,2,1,0.56,0,0,1.43,2,0
1344,246,3,0,1,1,1,5,0,2,0,2,1,0.36,1.2,0,1.44,0,0
1344,246,3,0,1,1,1,5,0,2,0,2,1,0.43,0.2,1,0.77,1,1
1344,246,3,0,1,1,1,5,0,2,0,2,1,0.56,0,0,0.88,2,0
1345,246,3,0,1,1,1,5,0,2,0,2,1,0.36,0.6,0,1.28,0,0
1345,246,3,0,1,1,1,5,0,2,0,2,1,0.43,0.1,2,0.77,1,1
1345,246,3,0,1,1,1,5,0,2,0,2,1,0.91,0,0,1.43,2,0
1346,246,3,0,1,1,1,5,0,2,0,2,1,0.4,1.2,0,1.28,0,0
1346,246,3,0,1,1,1,5,0,2,0,2,1,0.45,0.3,2,0.77,1,1
1346,246,3,0,1,1,1,5,0,2,0,2,1,0.91,0,0,0.88,2,0
1347,246,3,0,1,1,1,5,0,2,0,2,1,0.4,0.6,0,1.2,0,0
1347,246,3,0,1,1,1,5,0,2,0,2,1,0.45,0.2,1,0.77,1,1
1347,246,3,0,1,1,1,5,0,2,0,2,1,0.7,0,0,1.43,2,0
1348,246,3,0,1,1,1,5,0,2,0,2,1,0.48,0.6,0,1.2,0,0
1348,246,3,0,1,1,1,5,0,2,0,2,1,0.53,0.1,1,0.73,1,1
1348,246,3,0,1,1,1,5,0,2,0,2,1,0.56,0,0,1.1,2,0
1349,246,3,0,1,1,1,5,0,2,0,2,1,0.4,1.2,0,1.2,0,0
1349,246,3,0,1,1,1,5,0,2,0,2,1,0.48,0.2,2,0.7,1,1
1349,246,3,0,1,1,1,5,0,2,0,2,1,0.91,0,0,1.1,2,0
1350,246,3,0,1,1,1,5,0,2,0,2,1,0.48,0.3,0,1.28,0,0
1350,246,3,0,1,1,1,5,0,2,0,2,1,0.62,0.2,1,0.77,1,1
1350,246,3,0,1,1,1,5,0,2,0,2,1,0.91,0,0,1.1,2,0
1351,247,3,0,1,1,1,5,0,4,0,25,10,0.38,1.2,0,0.98,0,0
1351,247,3,0,1,1,1,5,0,4,0,25,10,0.42,0.2,2,0.87,1,1
1351,247,3,0,1,1,1,5,0,4,0,25,10,0.4,0,0,1.3,2,0
1352,247,3,0,1,1,1,5,0,4,0,25,10,0.38,0.3,0,0.9,0,0
1352,247,3,0,1,1,1,5,0,4,0,25,10,0.42,0.1,2,0.85,1,1
1352,247,3,0,1,1,1,5,0,4,0,25,10,0.52,0,0,1.3,2,0
1353,247,3,0,1,1,1,5,0,4,0,25,10,0.38,0.6,0,1.15,0,1
1353,247,3,0,1,1,1,5,0,4,0,25,10,0.46,0.3,2,0.89,1,0
1353,247,3,0,1,1,1,5,0,4,0,25,10,0.32,0,0,1.3,2,0
1354,247,3,0,1,1,1,5,0,4,0,25,10,0.32,0.3,0,0.9,0,1
1354,247,3,0,1,1,1,5,0,4,0,25,10,0.4,0.2,2,0.87,1,0
1354,247,3,0,1,1,1,5,0,4,0,25,10,0.32,0,0,0.8,2,0
1355,247,3,0,1,1,1,5,0,4,0,25,10,0.29,0.6,0,1.15,0,0
1355,247,3,0,1,1,1,5,0,4,0,25,10,0.32,0.2,2,0.87,1,1
1355,247,3,0,1,1,1,5,0,4,0,25,10,0.52,0,0,1,2,0
1356,247,3,0,1,1,1,5,0,4,0,25,10,0.29,1.2,0,0.98,0,1
1356,247,3,0,1,1,1,5,0,4,0,25,10,0.38,0.1,2,0.85,1,0
1356,247,3,0,1,1,1,5,0,4,0,25,10,0.32,0,0,1,2,0
1357,247,3,0,1,1,1,5,0,4,0,25,10,0.38,1.2,0,0.9,0,1
1357,247,3,0,1,1,1,5,0,4,0,25,10,0.46,0.1,2,0.89,1,0
1357,247,3,0,1,1,1,5,0,4,0,25,10,0.4,0,0,0.8,2,0
1358,247,3,0,1,1,1,5,0,4,0,25,10,0.29,0.3,0,0.9,0,1
1358,247,3,0,1,1,1,5,0,4,0,25,10,0.32,0.3,2,0.89,1,0
1358,247,3,0,1,1,1,5,0,4,0,25,10,0.4,0,0,1,2,0
1359,247,3,0,1,1,1,5,0,4,0,25,10,0.32,0.6,0,1.15,0,0
1359,247,3,0,1,1,1,5,0,4,0,25,10,0.36,0.1,2,0.85,1,1
1359,247,3,0,1,1,1,5,0,4,0,25,10,0.4,0,0,0.8,2,0
1360,251,3,0,1,1,1,2,0,3,0,25,2,0.48,1.2,0,1.25,0,0
1360,251,3,0,1,1,1,2,0,3,0,25,2,0.53,0.2,2,0.49,1,1
1360,251,3,0,1,1,1,2,0,3,0,25,2,0.35,0,0,1.43,2,0
1361,251,3,0,1,1,1,2,0,3,0,25,2,0.48,0.3,0,1.14,0,0
1361,251,3,0,1,1,1,2,0,3,0,25,2,0.5,0.1,2,0.44,1,1
1361,251,3,0,1,1,1,2,0,3,0,25,2,0.45,0,0,1.43,2,0
1362,251,3,0,1,1,1,2,0,3,0,25,2,0.48,0.6,0,1.46,0,0
1362,251,3,0,1,1,1,2,0,3,0,25,2,0.62,0.3,2,0.55,1,1
1362,251,3,0,1,1,1,2,0,3,0,25,2,0.28,0,0,1.43,2,0
1363,251,3,0,1,1,1,2,0,3,0,25,2,0.4,0.3,0,1.14,0,0
1363,251,3,0,1,1,1,2,0,3,0,25,2,0.53,0.2,2,0.49,1,1
1363,251,3,0,1,1,1,2,0,3,0,25,2,0.28,0,0,0.88,2,0
1364,251,3,0,1,1,1,2,0,3,0,25,2,0.36,0.6,0,1.46,0,0
1364,251,3,0,1,1,1,2,0,3,0,25,2,0.42,0.2,2,0.49,1,1
1364,251,3,0,1,1,1,2,0,3,0,25,2,0.45,0,0,1.1,2,0
1365,251,3,0,1,1,1,2,0,3,0,25,2,0.36,1.2,0,1.25,0,0
1365,251,3,0,1,1,1,2,0,3,0,25,2,0.5,0.1,2,0.44,1,1
1365,251,3,0,1,1,1,2,0,3,0,25,2,0.28,0,0,1.1,2,0
1366,251,3,0,1,1,1,2,0,3,0,25,2,0.48,1.2,0,1.14,0,0
1366,251,3,0,1,1,1,2,0,3,0,25,2,0.62,0.1,2,0.55,1,0
1366,251,3,0,1,1,1,2,0,3,0,25,2,0.35,0,0,0.88,2,1
1367,251,3,0,1,1,1,2,0,3,0,25,2,0.36,0.3,0,1.14,0,0
1367,251,3,0,1,1,1,2,0,3,0,25,2,0.43,0.3,2,0.55,1,1
1367,251,3,0,1,1,1,2,0,3,0,25,2,0.35,0,0,1.1,2,0
1368,251,3,0,1,1,1,2,0,3,0,25,2,0.4,0.6,0,1.46,0,0
1368,251,3,0,1,1,1,2,0,3,0,25,2,0.46,0.1,2,0.44,1,1
1368,251,3,0,1,1,1,2,0,3,0,25,2,0.35,0,0,0.88,2,0
1369,252,3,0,1,1,1,2,1,2,0,2,25,0.48,1.2,0,1.15,0,0
1369,252,3,0,1,1,1,2,1,2,0,2,25,0.53,0.2,2,0.39,1,1
1369,252,3,0,1,1,1,2,1,2,0,2,25,0.65,0,0,1.43,2,0
1370,252,3,0,1,1,1,2,1,2,0,2,25,0.48,0.6,0,1.36,0,0
1370,252,3,0,1,1,1,2,1,2,0,2,25,0.62,0.3,2,0.45,1,1
1370,252,3,0,1,1,1,2,1,2,0,2,25,0.52,0,0,1.43,2,0
1371,252,3,0,1,1,1,2,1,2,0,2,25,0.48,0.3,0,1.04,0,0
1371,252,3,0,1,1,1,2,1,2,0,2,25,0.5,0.1,2,0.34,1,1
1371,252,3,0,1,1,1,2,1,2,0,2,25,0.84,0,0,1.43,2,0
1372,252,3,0,1,1,1,2,1,2,0,2,25,0.4,0.3,0,1.04,0,0
1372,252,3,0,1,1,1,2,1,2,0,2,25,0.53,0.2,2,0.39,1,1
1372,252,3,0,1,1,1,2,1,2,0,2,25,0.52,0,0,0.88,2,0
1373,252,3,0,1,1,1,2,1,2,0,2,25,0.36,0.6,0,1.36,0,0
1373,252,3,0,1,1,1,2,1,2,0,2,25,0.42,0.2,2,0.39,1,1
1373,252,3,0,1,1,1,2,1,2,0,2,25,0.84,0,0,1.1,2,0
1374,252,3,0,1,1,1,2,1,2,0,2,25,0.36,1.2,0,1.15,0,0
1374,252,3,0,1,1,1,2,1,2,0,2,25,0.5,0.1,2,0.34,1,1
1374,252,3,0,1,1,1,2,1,2,0,2,25,0.52,0,0,1.1,2,0
1375,252,3,0,1,1,1,2,1,2,0,2,25,0.48,1.2,0,1.04,0,0
1375,252,3,0,1,1,1,2,1,2,0,2,25,0.62,0.1,2,0.45,1,1
1375,252,3,0,1,1,1,2,1,2,0,2,25,0.65,0,0,0.88,2,0
1376,252,3,0,1,1,1,2,1,2,0,2,25,0.4,0.6,0,1.36,0,0
1376,252,3,0,1,1,1,2,1,2,0,2,25,0.46,0.1,2,0.34,1,1
1376,252,3,0,1,1,1,2,1,2,0,2,25,0.65,0,0,0.88,2,0
1377,252,3,0,1,1,1,2,1,2,0,2,25,0.36,0.3,0,1.04,0,0
1377,252,3,0,1,1,1,2,1,2,0,2,25,0.43,0.3,2,0.45,1,1
1377,252,3,0,1,1,1,2,1,2,0,2,25,0.65,0,0,1.1,2,0
1378,255,3,0,1,1,1,3,0,3,0,1,2,0.38,0.3,0,1.5,0,0
1378,255,3,0,1,1,1,3,0,3,0,1,2,0.43,0.1,2,0.78,1,1
1378,255,3,0,1,1,1,3,0,3,0,1,2,0.4,0,0,0.8,2,0
1379,255,3,0,1,1,1,3,0,3,0,1,2,0.38,1.2,0,1.5,0,0
1379,255,3,0,1,1,1,3,0,3,0,1,2,0.5,0.1,1,0.74,1,1
1379,255,3,0,1,1,1,3,0,3,0,1,2,0.65,0,0,1.04,2,0
1380,255,3,0,1,1,1,3,0,3,0,1,2,0.34,0.3,0,1.5,0,0
1380,255,3,0,1,1,1,3,0,3,0,1,2,0.48,0.2,2,0.71,1,1
1380,255,3,0,1,1,1,3,0,3,0,1,2,0.5,0,0,1.04,2,0
1381,255,3,0,1,1,1,3,0,3,0,1,2,0.34,0.6,0,1.18,0,0
1381,255,3,0,1,1,1,3,0,3,0,1,2,0.48,0.3,1,0.71,1,1
1381,255,3,0,1,1,1,3,0,3,0,1,2,0.65,0,0,0.64,2,0
1382,255,3,0,1,1,1,3,0,3,0,1,2,0.38,0.3,0,1.29,0,0
1382,255,3,0,1,1,1,3,0,3,0,1,2,0.45,0.3,1,0.71,1,1
1382,255,3,0,1,1,1,3,0,3,0,1,2,0.4,0,0,1.04,2,0
1383,255,3,0,1,1,1,3,0,3,0,1,2,0.34,0.3,0,1.29,0,0
1383,255,3,0,1,1,1,3,0,3,0,1,2,0.4,0.1,1,0.74,1,1
1383,255,3,0,1,1,1,3,0,3,0,1,2,0.5,0,0,0.64,2,0
1384,255,3,0,1,1,1,3,0,3,0,1,2,0.46,0.6,0,1.29,0,0
1384,255,3,0,1,1,1,3,0,3,0,1,2,0.48,0.2,2,0.71,1,1
1384,255,3,0,1,1,1,3,0,3,0,1,2,0.4,0,0,0.64,2,0
1385,255,3,0,1,1,1,3,0,3,0,1,2,0.46,0.3,0,1.5,0,0
1385,255,3,0,1,1,1,3,0,3,0,1,2,0.5,0.3,2,0.74,1,1
1385,255,3,0,1,1,1,3,0,3,0,1,2,0.65,0,0,0.64,2,0
1386,255,3,0,1,1,1,3,0,3,0,1,2,0.38,0.6,0,1.29,0,0
1386,255,3,0,1,1,1,3,0,3,0,1,2,0.5,0.3,2,0.74,1,1
1386,255,3,0,1,1,1,3,0,3,0,1,2,0.5,0,0,0.8,2,0
1387,256,3,0,1,1,1,3,0,4,0,22,2,0.26,0.3,0,1.31,0,0
1387,256,3,0,1,1,1,3,0,4,0,22,2,0.31,0.1,2,0.62,1,1
1387,256,3,0,1,1,1,3,0,4,0,22,2,0.53,0,0,0.7,2,0
1388,256,3,0,1,1,1,3,0,4,0,22,2,0.26,1.2,0,1.31,0,0
1388,256,3,0,1,1,1,3,0,4,0,22,2,0.38,0.1,1,0.58,1,1
1388,256,3,0,1,1,1,3,0,4,0,22,2,0.86,0,0,0.91,2,0
1389,256,3,0,1,1,1,3,0,4,0,22,2,0.23,0.3,0,1.31,0,0
1389,256,3,0,1,1,1,3,0,4,0,22,2,0.35,0.2,2,0.55,1,1
1389,256,3,0,1,1,1,3,0,4,0,22,2,0.66,0,0,0.91,2,0
1390,256,3,0,1,1,1,3,0,4,0,22,2,0.23,0.6,0,1.04,0,0
1390,256,3,0,1,1,1,3,0,4,0,22,2,0.35,0.3,1,0.55,1,1
1390,256,3,0,1,1,1,3,0,4,0,22,2,0.86,0,0,0.56,2,0
1391,256,3,0,1,1,1,3,0,4,0,22,2,0.26,0.3,0,1.13,0,0
1391,256,3,0,1,1,1,3,0,4,0,22,2,0.32,0.3,1,0.55,1,1
1391,256,3,0,1,1,1,3,0,4,0,22,2,0.53,0,0,0.91,2,0
1392,256,3,0,1,1,1,3,0,4,0,22,2,0.23,0.3,0,1.13,0,0
1392,256,3,0,1,1,1,3,0,4,0,22,2,0.26,0.1,1,0.58,1,1
1392,256,3,0,1,1,1,3,0,4,0,22,2,0.66,0,0,0.56,2,0
1393,256,3,0,1,1,1,3,0,4,0,22,2,0.31,0.6,0,1.13,0,0
1393,256,3,0,1,1,1,3,0,4,0,22,2,0.36,0.2,2,0.55,1,1
1393,256,3,0,1,1,1,3,0,4,0,22,2,0.53,0,0,0.56,2,0
1394,256,3,0,1,1,1,3,0,4,0,22,2,0.31,0.3,0,1.31,0,0
1394,256,3,0,1,1,1,3,0,4,0,22,2,0.38,0.3,2,0.58,1,1
1394,256,3,0,1,1,1,3,0,4,0,22,2,0.86,0,0,0.56,2,0
1395,256,3,0,1,1,1,3,0,4,0,22,2,0.26,0.6,0,1.13,0,0
1395,256,3,0,1,1,1,3,0,4,0,22,2,0.38,0.3,2,0.58,1,1
1395,256,3,0,1,1,1,3,0,4,0,22,2,0.66,0,0,0.7,2,0
1396,257,3,0,1,1,1,4,1,2,0,1,10,0.5,1.2,0,1.31,0,0
1396,257,3,0,1,1,1,4,1,2,0,1,10,0.54,0.2,2,0.88,1,1
1396,257,3,0,1,1,1,4,1,2,0,1,10,0.7,0,0,1.43,2,0
1397,257,3,0,1,1,1,4,1,2,0,1,10,0.5,0.3,0,1.21,0,1
1397,257,3,0,1,1,1,4,1,2,0,1,10,0.52,0.1,2,0.85,1,0
1397,257,3,0,1,1,1,4,1,2,0,1,10,0.91,0,0,1.43,2,0
1398,257,3,0,1,1,1,4,1,2,0,1,10,0.5,0.6,0,1.5,0,1
1398,257,3,0,1,1,1,4,1,2,0,1,10,0.62,0.3,2,0.92,1,0
1398,257,3,0,1,1,1,4,1,2,0,1,10,0.56,0,0,1.43,2,0
1399,257,3,0,1,1,1,4,1,2,0,1,10,0.42,0.3,0,1.21,0,1
1399,257,3,0,1,1,1,4,1,2,0,1,10,0.54,0.2,2,0.88,1,0
1399,257,3,0,1,1,1,4,1,2,0,1,10,0.56,0,0,0.88,2,0
1400,257,3,0,1,1,1,4,1,2,0,1,10,0.38,0.6,0,1.5,0,1
1400,257,3,0,1,1,1,4,1,2,0,1,10,0.43,0.2,2,0.88,1,0
1400,257,3,0,1,1,1,4,1,2,0,1,10,0.91,0,0,1.1,2,0
1401,257,3,0,1,1,1,4,1,2,0,1,10,0.38,1.2,0,1.31,0,0
1401,257,3,0,1,1,1,4,1,2,0,1,10,0.5,0.1,2,0.85,1,1
1401,257,3,0,1,1,1,4,1,2,0,1,10,0.56,0,0,1.1,2,0
1402,257,3,0,1,1,1,4,1,2,0,1,10,0.5,1.2,0,1.21,0,0
1402,257,3,0,1,1,1,4,1,2,0,1,10,0.62,0.1,2,0.92,1,1
1402,257,3,0,1,1,1,4,1,2,0,1,10,0.7,0,0,0.88,2,0
1403,257,3,0,1,1,1,4,1,2,0,1,10,0.38,0.3,0,1.21,0,1
1403,257,3,0,1,1,1,4,1,2,0,1,10,0.45,0.3,2,0.92,1,0
1403,257,3,0,1,1,1,4,1,2,0,1,10,0.7,0,0,1.1,2,0
1404,257,3,0,1,1,1,4,1,2,0,1,10,0.42,0.6,0,1.5,0,1
1404,257,3,0,1,1,1,4,1,2,0,1,10,0.48,0.1,2,0.85,1,0
1404,257,3,0,1,1,1,4,1,2,0,1,10,0.7,0,0,0.88,2,0
1405,259,3,0,1,1,3,2,0,4,0,14,2,0.54,1.2,0,1.97,0,0
1405,259,3,0,1,1,3,2,0,4,0,14,2,0.57,0.2,2,1.42,1,1
1405,259,3,0,1,1,3,2,0,4,0,14,2,0.65,0,0,2.34,2,0
1406,259,3,0,1,1,3,2,0,4,0,14,2,0.54,0.3,0,1.77,0,0
1406,259,3,0,1,1,3,2,0,4,0,14,2,0.56,0.1,2,1.39,1,1
1406,259,3,0,1,1,3,2,0,4,0,14,2,0.84,0,0,2.34,2,0
1407,259,3,0,1,1,3,2,0,4,0,14,2,0.54,0.6,0,2.36,0,0
1407,259,3,0,1,1,3,2,0,4,0,14,2,0.66,0.3,2,1.46,1,1
1407,259,3,0,1,1,3,2,0,4,0,14,2,0.52,0,0,2.34,2,0
1408,259,3,0,1,1,3,2,0,4,0,14,2,0.45,0.3,0,1.77,0,0
1408,259,3,0,1,1,3,2,0,4,0,14,2,0.57,0.2,2,1.42,1,0
1408,259,3,0,1,1,3,2,0,4,0,14,2,0.52,0,0,1.44,2,1
1409,259,3,0,1,1,3,2,0,4,0,14,2,0.4,0.6,0,2.36,0,0
1409,259,3,0,1,1,3,2,0,4,0,14,2,0.46,0.2,2,1.42,1,1
1409,259,3,0,1,1,3,2,0,4,0,14,2,0.84,0,0,1.8,2,0
1410,259,3,0,1,1,3,2,0,4,0,14,2,0.4,1.2,0,1.97,0,0
1410,259,3,0,1,1,3,2,0,4,0,14,2,0.53,0.1,2,1.39,1,0
1410,259,3,0,1,1,3,2,0,4,0,14,2,0.52,0,0,1.8,2,1
1411,259,3,0,1,1,3,2,0,4,0,14,2,0.54,1.2,0,1.77,0,0
1411,259,3,0,1,1,3,2,0,4,0,14,2,0.66,0.1,2,1.46,1,0
1411,259,3,0,1,1,3,2,0,4,0,14,2,0.65,0,0,1.44,2,1
1412,259,3,0,1,1,3,2,0,4,0,14,2,0.4,0.3,0,1.77,0,0
1412,259,3,0,1,1,3,2,0,4,0,14,2,0.48,0.3,2,1.46,1,1
1412,259,3,0,1,1,3,2,0,4,0,14,2,0.65,0,0,1.8,2,0
1413,259,3,0,1,1,3,2,0,4,0,14,2,0.45,0.6,0,2.36,0,0
1413,259,3,0,1,1,3,2,0,4,0,14,2,0.52,0.1,2,1.39,1,1
1413,259,3,0,1,1,3,2,0,4,0,14,2,0.65,0,0,1.44,2,0
1414,265,3,0,2,1,1,4,1,4,0,25,22,0.18,1.2,0,0.64,0,1
1414,265,3,0,2,1,1,4,1,4,0,25,22,0.21,0.2,2,0.4,1,0
1414,265,3,0,2,1,1,4,1,4,0,25,22,0.6,0,0,0.91,2,0
1415,265,3,0,2,1,1,4,1,4,0,25,22,0.18,0.6,0,0.76,0,1
1415,265,3,0,2,1,1,4,1,4,0,25,22,0.24,0.3,2,0.42,1,0
1415,265,3,0,2,1,1,4,1,4,0,25,22,0.48,0,0,0.91,2,0
1416,265,3,0,2,1,1,4,1,4,0,25,22,0.18,0.3,0,0.58,0,1
