,age,descanton,firstclass,income,luggage,male,oricanton,purpose,seasonalticket,seats,tickettype,whopaid
534,0,1,0,0,1,0,1,1,0,0,0,0
535,0,1,0,0,1,0,1,0,1,0,0,0
536,0,1,0,0,1,0,1,0,0,1,0,0
537,0,1,0,0,1,0,1,0,0,0,1,0
538,0,1,0,0,1,0,1,0,0,0,0,1
539,0,1,0,0,1,0,0,1,1,0,0,0
540,0,1,0,0,1,0,0,1,0,1,0,0
541,0,1,0,0,1,0,0,1,0,0,1,0
542,0,1,0,0,1,0,0,1,0,0,0,1
543,0,1,0,0,1,0,0,0,1,1,0,0
544,0,1,0,0,1,0,0,0,1,0,1,0
545,0,1,0,0,1,0,0,0,1,0,0,1
546,0,1,0,0,1,0,0,0,0,1,1,0
547,0,1,0,0,1,0,0,0,0,1,0,1
548,0,1,0,0,1,0,0,0,0,0,1,1
549,0,1,0,0,0,1,1,1,0,0,0,0
550,0,1,0,0,0,1,1,0,1,0,0,0
551,0,1,0,0,0,1,1,0,0,1,0,0
552,0,1,0,0,0,1,1,0,0,0,1,0
553,0,1,0,0,0,1,1,0,0,0,0,1
554,0,1,0,0,0,1,0,1,1,0,0,0
555,0,1,0,0,0,1,0,1,0,1,0,0
556,0,1,0,0,0,1,0,1,0,0,1,0
557,0,1,0,0,0,1,0,1,0,0,0,1
558,0,1,0,0,0,1,0,0,1,1,0,0
559,0,1,0,0,0,1,0,0,1,0,1,0
560,0,1,0,0,0,1,0,0,1,0,0,1
561,0,1,0,0,0,1,0,0,0,1,1,0
562,0,1,0,0,0,1,0,0,0,1,0,1
563,0,1,0,0,0,1,0,0,0,0,1,1
564,0,1,0,0,0,0,1,1,1,0,0,0
565,0,1,0,0,0,0,1,1,0,1,0,0
566,0,1,0,0,0,0,1,1,0,0,1,0
567,0,1,0,0,0,0,1,1,0,0,0,1
568,0,1,0,0,0,0,1,0,1,1,0,0
569,0,1,0,0,0,0,1,0,1,0,1,0
570,0,1,0,0,0,0,1,0,1,0,0,1
571,0,1,0,0,0,0,1,0,0,1,1,0
572,0,1,0,0,0,0,1,0,0,1,0,1
573,0,1,0,0,0,0,1,0,0,0,1,1
574,0,1,0,0,0,0,0,1,1,1,0,0
575,0,1,0,0,0,0,0,1,1,0,1,0
576,0,1,0,0,0,0,0,1,1,0,0,1
577,0,1,0,0,0,0,0,1,0,1,1,0
578,0,1,0,0,0,0,0,1,0,1,0,1
579,0,1,0,0,0,0,0,1,0,0,1,1
580,0,1,0,0,0,0,0,0,1,1,1,0
581,0,1,0,0,0,0,0,0,1,1,0,1
582,0,1,0,0,0,0,0,0,1,0,1,1
583,0,1,0,0,0,0,0,0,0,1,1,1
584,0,0,1,1,1,1,0,0,0,0,0,0
585,0,0,1,1,1,0,1,0,0,0,0,0
586,0,0,1,1,1,0,0,1,0,0,0,0
587,0,0,1,1,1,0,0,0,1,0,0,0
588,0,0,1,1,1,0,0,0,0,1,0,0
589,0,0,1,1,1,0,0,0,0,0,1,0
590,0,0,1,1,1,0,0,0,0,0,0,1
591,0,0,1,1,0,1,1,0,0,0,0,0
592,0,0,1,1,0,1,0,1,0,0,0,0
593,0,0,1,1,0,1,0,0,1,0,0,0
594,0,0,1,1,0,1,0,0,0,1,0,0
595,0,0,1,1,0,1,0,0,0,0,1,0
596,0,0,1,1,0,1,0,0,0,0,0,1
597,0,0,1,1,0,0,1,1,0,0,0,0
598,0,0,1,1,0,0,1,0,1,0,0,0
599,0,0,1,1,0,0,1,0,0,1,0,0
600,0,0,1,1,0,0,1,0,0,0,1,0
601,0,0,1,1,0,0,1,0,0,0,0,1
602,0,0,1,1,0,0,0,1,1,0,0,0
603,0,0,1,1,0,0,0,1,0,1,0,0
604,0,0,1,1,0,0,0,1,0,0,1,0
605,0,0,1,1,0,0,0,1,0,0,0,1
606,0,0,1,1,0,0,0,0,1,1,0,0
607,0,0,1,1,0,0,0,0,1,0,1,0
608,0,0,1,1,0,0,0,0,1,0,0,1
609,0,0,1,1,0,0,0,0,0,1,1,0
610,0,0,1,1,0,0,0,0,0,1,0,1
611,0,0,1,1,0,0,0,0,0,0,1,1
612,0,0,1,0,1,1,1,0,0,0,0,0
613,0,0,1,0,1,1,0,1,0,0,0,0
614,0,0,1,0,1,1,0,0,1,0,0,0
615,0,0,1,0,1,1,0,0,0,1,0,0
616,0,0,1,0,1,1,0,0,0,0,1,0
617,0,0,1,0,1,1,0,0,0,0,0,1
618,0,0,1,0,1,0,1,1,0,0,0,0
619,0,0,1,0,1,0,1,0,1,0,0,0
620,0,0,1,0,1,0,1,0,0,1,0,0
621,0,0,1,0,1,0,1,0,0,0,1,0
622,0,0,1,0,1,0,1,0,0,0,0,1
623,0,0,1,0,1,0,0,1,1,0,0,0
624,0,0,1,0,1,0,0,1,0,1,0,0
625,0,0,1,0,1,0,0,1,0,0,1,0
626,0,0,1,0,1,0,0,1,0,0,0,1
627,0,0,1,0,1,0,0,0,1,1,0,0
628,0,0,1,0,1,0,0,0,1,0,1,0
629,0,0,1,0,1,0,0,0,1,0,0,1
630,0,0,1,0,1,0,0,0,0,1,1,0
631,0,0,1,0,1,0,0,0,0,1,0,1
632,0,0,1,0,1,0,0,0,0,0,1,1
633,0,0,1,0,0,1,1,1,0,0,0,0
634,0,0,1,0,0,1,1,0,1,0,0,0
635,0,0,1,0,0,1,1,0,0,1,0,0
636,0,0,1,0,0,1,1,0,0,0,1,0
637,0,0,1,0,0,1,1,0,0,0,0,1
638,0,0,1,0,0,1,0,1,1,0,0,0
639,0,0,1,0,0,1,0,1,0,1,0,0
640,0,0,1,0,0,1,0,1,0,0,1,0
641,0,0,1,0,0,1,0,1,0,0,0,1
642,0,0,1,0,0,1,0,0,1,1,0,0
643,0,0,1,0,0,1,0,0,1,0,1,0
644,0,0,1,0,0,1,0,0,1,0,0,1
645,0,0,1,0,0,1,0,0,0,1,1,0
646,0,0,1,0,0,1,0,0,0,1,0,1
647,0,0,1,0,0,1,0,0,0,0,1,1
648,0,0,1,0,0,0,1,1,1,0,0,0
649,0,0,1,0,0,0,1,1,0,1,0,0
650,0,0,1,0,0,0,1,1,0,0,1,0
651,0,0,1,0,0,0,1,1,0,0,0,1
652,0,0,1,0,0,0,1,0,1,1,0,0
653,0,0,1,0,0,0,1,0,1,0,1,0
654,0,0,1,0,0,0,1,0,1,0,0,1
655,0,0,1,0,0,0,1,0,0,1,1,0
656,0,0,1,0,0,0,1,0,0,1,0,1
657,0,0,1,0,0,0,1,0,0,0,1,1
658,0,0,1,0,0,0,0,1,1,1,0,0
659,0,0,1,0,0,0,0,1,1,0,1,0
660,0,0,1,0,0,0,0,1,1,0,0,1
661,0,0,1,0,0,0,0,1,0,1,1,0
662,0,0,1,0,0,0,0,1,0,1,0,1
663,0,0,1,0,0,0,0,1,0,0,1,1
664,0,0,1,0,0,0,0,0,1,1,1,0
665,0,0,1,0,0,0,0,0,1,1,0,1
666,0,0,1,0,0,0,0,0,1,0,1,1
667,0,0,1,0,0,0,0,0,0,1,1,1
668,0,0,0,1,1,1,1,0,0,0,0,0
669,0,0,0,1,1,1,0,1,0,0,0,0
670,0,0,0,1,1,1,0,0,1,0,0,0
671,0,0,0,1,1,1,0,0,0,1,0,0
672,0,0,0,1,1,1,0,0,0,0,1,0
673,0,0,0,1,1,1,0,0,0,0,0,1
674,0,0,0,1,1,0,1,1,0,0,0,0
675,0,0,0,1,1,0,1,0,1,0,0,0
676,0,0,0,1,1,0,1,0,0,1,0,0
677,0,0,0,1,1,0,1,0,0,0,1,0
678,0,0,0,1,1,0,1,0,0,0,0,1
679,0,0,0,1,1,0,0,1,1,0,0,0
680,0,0,0,1,1,0,0,1,0,1,0,0
681,0,0,0,1,1,0,0,1,0,0,1,0
682,0,0,0,1,1,0,0,1,0,0,0,1
683,0,0,0,1,1,0,0,0,1,1,0,0
684,0,0,0,1,1,0,0,0,1,0,1,0
685,0,0,0,1,1,0,0,0,1,0,0,1
686,0,0,0,1,1,0,0,0,0,1,1,0
687,0,0,0,1,1,0,0,0,0,1,0,1
688,0,0,0,1,1,0,0,0,0,0,1,1
689,0,0,0,1,0,1,1,1,0,0,0,0
690,0,0,0,1,0,1,1,0,1,0,0,0
691,0,0,0,1,0,1,1,0,0,1,0,0
692,0,0,0,1,0,1,1,0,0,0,1,0
693,0,0,0,1,0,1,1,0,0,0,0,1
694,0,0,0,1,0,1,0,1,1,0,0,0
695,0,0,0,1,0,1,0,1,0,1,0,0
696,0,0,0,1,0,1,0,1,0,0,1,0
697,0,0,0,1,0,1,0,1,0,0,0,1
698,0,0,0,1,0,1,0,0,1,1,0,0
699,0,0,0,1,0,1,0,0,1,0,1,0
700,0,0,0,1,0,1,0,0,1,0,0,1
701,0,0,0,1,0,1,0,0,0,1,1,0
702,0,0,0,1,0,1,0,0,0,1,0,1
703,0,0,0,1,0,1,0,0,0,0,1,1
704,0,0,0,1,0,0,1,1,1,0,0,0
705,0,0,0,1,0,0,1,1,0,1,0,0
706,0,0,0,1,0,0,1,1,0,0,1,0
707,0,0,0,1,0,0,1,1,0,0,0,1
708,0,0,0,1,0,0,1,0,1,1,0,0
709,0,0,0,1,0,0,1,0,1,0,1,0
710,0,0,0,1,0,0,1,0,1,0,0,1
711,0,0,0,1,0,0,1,0,0,1,1,0
712,0,0,0,1,0,0,1,0,0,1,0,1
713,0,0,0,1,0,0,1,0,0,0,1,1
714,0,0,0,1,0,0,0,1,1,1,0,0
715,0,0,0,1,0,0,0,1,1,0,1,0
716,0,0,0,1,0,0,0,1,1,0,0,1
717,0,0,0,1,0,0,0,1,0,1,1,0
718,0,0,0,1,0,0,0,1,0,1,0,1
719,0,0,0,1,0,0,0,1,0,0,1,1
720,0,0,0,1,0,0,0,0,1,1,1,0
721,0,0,0,1,0,0,0,0,1,1,0,1
722,0,0,0,1,0,0,0,0,1,0,1,1
723,0,0,0,1,0,0,0,0,0,1,1,1
724,0,0,0,0,1,1,1,1,0,0,0,0
725,0,0,0,0,1,1,1,0,1,0,0,0
726,0,0,0,0,1,1,1,0,0,1,0,0
727,0,0,0,0,1,1,1,0,0,0,1,0
728,0,0,0,0,1,1,1,0,0,0,0,1
729,0,0,0,0,1,1,0,1,1,0,0,0
730,0,0,0,0,1,1,0,1,0,1,0,0
731,0,0,0,0,1,1,0,1,0,0,1,0
732,0,0,0,0,1,1,0,1,0,0,0,1
733,0,0,0,0,1,1,0,0,1,1,0,0
734,0,0,0,0,1,1,0,0,1,0,1,0
735,0,0,0,0,1,1,0,0,1,0,0,1
736,0,0,0,0,1,1,0,0,0,1,1,0
737,0,0,0,0,1,1,0,0,0,1,0,1
738,0,0,0,0,1,1,0,0,0,0,1,1
739,0,0,0,0,1,0,1,1,1,0,0,0
740,0,0,0,0,1,0,1,1,0,1,0,0
741,0,0,0,0,1,0,1,1,0,0,1,0
742,0,0,0,0,1,0,1,1,0,0,0,1
743,0,0,0,0,1,0,1,0,1,1,0,0
744,0,0,0,0,1,0,1,0,1,0,1,0
745,0,0,0,0,1,0,1,0,1,0,0,1
746,0,0,0,0,1,0,1,0,0,1,1,0
747,0,0,0,0,1,0,1,0,0,1,0,1
748,0,0,0,0,1,0,1,0,0,0,1,1
749,0,0,0,0,1,0,0,1,1,1,0,0
750,0,0,0,0,1,0,0,1,1,0,1,0
751,0,0,0,0,1,0,0,1,1,0,0,1
752,0,0,0,0,1,0,0,1,0,1,1,0
753,0,0,0,0,1,0,0,1,0,1,0,1
754,0,0,0,0,1,0,0,1,0,0,1,1
755,0,0,0,0,1,0,0,0,1,1,1,0
756,0,0,0,0,1,0,0,0,1,1,0,1
757,0,0,0,0,1,0,0,0,1,0,1,1
758,0,0,0,0,1,0,0,0,0,1,1,1
759,0,0,0,0,0,1,1,1,1,0,0,0
760,0,0,0,0,0,1,1,1,0,1,0,0
761,0,0,0,0,0,1,1,1,0,0,1,0
762,0,0,0,0,0,1,1,1,0,0,0,1
763,0,0,0,0,0,1,1,0,1,1,0,0
764,0,0,0,0,0,1,1,0,1,0,1,0
765,0,0,0,0,0,1,1,0,1,0,0,1
766,0,0,0,0,0,1,1,0,0,1,1,0
767,0,0,0,0,0,1,1,0,0,1,0,1
768,0,0,0,0,0,1,1,0,0,0,1,1
769,0,0,0,0,0,1,0,1,1,1,0,0
770,0,0,0,0,0,1,0,1,1,0,1,0
771,0,0,0,0,0,1,0,1,1,0,0,1
772,0,0,0,0,0,1,0,1,0,1,1,0
773,0,0,0,0,0,1,0,1,0,1,0,1
774,0,0,0,0,0,1,0,1,0,0,1,1
775,0,0,0,0,0,1,0,0,1,1,1,0
776,0,0,0,0,0,1,0,0,1,1,0,1
777,0,0,0,0,0,1,0,0,1,0,1,1
778,0,0,0,0,0,1,0,0,0,1,1,1
779,0,0,0,0,0,0,1,1,1,1,0,0
780,0,0,0,0,0,0,1,1,1,0,1,0
781,0,0,0,0,0,0,1,1,1,0,0,1
782,0,0,0,0,0,0,1,1,0,1,1,0
783,0,0,0,0,0,0,1,1,0,1,0,1
784,0,0,0,0,0,0,1,1,0,0,1,1
785,0,0,0,0,0,0,1,0,1,1,1,0
786,0,0,0,0,0,0,1,0,1,1,0,1
787,0,0,0,0,0,0,1,0,1,0,1,1
788,0,0,0,0,0,0,1,0,0,1,1,1
789,0,0,0,0,0,0,0,1,1,1,1,0
790,0,0,0,0,0,0,0,1,1,1,0,1
791,0,0,0,0,0,0,0,1,1,0,1,1
792,0,0,0,0,0,0,0,1,0,1,1,1
793,0,0,0,0,0,0,0,0,1,1,1,1
794,1,1,1,1,1,0,0,0,0,0,0,0
795,1,1,1,1,0,1,0,0,0,0,0,0
796,1,1,1,1,0,0,1,0,0,0,0,0
797,1,1,1,1,0,0,0,1,0,0,0,0
798,1,1,1,1,0,0,0,0,1,0,0,0
799,1,1,1,1,0,0,0,0,0,1,0,0
800,1,1,1,1,0,0,0,0,0,0,1,0
801,1,1,1,1,0,0,0,0,0,0,0,1
802,1,1,1,0,1,1,0,0,0,0,0,0
803,1,1,1,0,1,0,1,0,0,0,0,0
804,1,1,1,0,1,0,0,1,0,0,0,0
805,1,1,1,0,1,0,0,0,1,0,0,0
806,1,1,1,0,1,0,0,0,0,1,0,0
807,1,1,1,0,1,0,0,0,0,0,1,0
808,1,1,1,0,1,0,0,0,0,0,0,1
809,1,1,1,0,0,1,1,0,0,0,0,0
810,1,1,1,0,0,1,0,1,0,0,0,0
811,1,1,1,0,0,1,0,0,1,0,0,0
812,1,1,1,0,0,1,0,0,0,1,0,0
813,1,1,1,0,0,1,0,0,0,0,1,0
814,1,1,1,0,0,1,0,0,0,0,0,1
815,1,1,1,0,0,0,1,1,0,0,0,0
816,1,1,1,0,0,0,1,0,1,0,0,0
817,1,1,1,0,0,0,1,0,0,1,0,0
818,1,1,1,0,0,0,1,0,0,0,1,0
819,1,1,1,0,0,0,1,0,0,0,0,1
820,1,1,1,0,0,0,0,1,1,0,0,0
821,1,1,1,0,0,0,0,1,0,1,0,0
822,1,1,1,0,0,0,0,1,0,0,1,0
823,1,1,1,0,0,0,0,1,0,0,0,1
824,1,1,1,0,0,0,0,0,1,1,0,0
825,1,1,1,0,0,0,0,0,1,0,1,0
826,1,1,1,0,0,0,0,0,1,0,0,1
827,1,1,1,0,0,0,0,0,0,1,1,0
828,1,1,1,0,0,0,0,0,0,1,0,1
829,1,1,1,0,0,0,0,0,0,0,1,1
830,1,1,0,1,1,1,0,0,0,0,0,0
831,1,1,0,1,1,0,1,0,0,0,0,0
832,1,1,0,1,1,0,0,1,0,0,0,0
833,1,1,0,1,1,0,0,0,1,0,0,0
834,1,1,0,1,1,0,0,0,0,1,0,0
835,1,1,0,1,1,0,0,0,0,0,1,0
836,1,1,0,1,1,0,0,0,0,0,0,1
837,1,1,0,1,0,1,1,0,0,0,0,0
838,1,1,0,1,0,1,0,1,0,0,0,0
839,1,1,0,1,0,1,0,0,1,0,0,0
840,1,1,0,1,0,1,0,0,0,1,0,0
841,1,1,0,1,0,1,0,0,0,0,1,0
842,1,1,0,1,0,1,0,0,0,0,0,1
843,1,1,0,1,0,0,1,1,0,0,0,0
844,1,1,0,1,0,0,1,0,1,0,0,0
845,1,1,0,1,0,0,1,0,0,1,0,0
846,1,1,0,1,0,0,1,0,0,0,1,0
847,1,1,0,1,0,0,1,0,0,0,0,1
848,1,1,0,1,0,0,0,1,1,0,0,0
849,1,1,0,1,0,0,0,1,0,1,0,0
850,1,1,0,1,0,0,0,1,0,0,1,0
851,1,1,0,1,0,0,0,1,0,0,0,1
852,1,1,0,1,0,0,0,0,1,1,0,0
853,1,1,0,1,0,0,0,0,1,0,1,0
854,1,1,0,1,0,0,0,0,1,0,0,1
855,1,1,0,1,0,0,0,0,0,1,1,0
856,1,1,0,1,0,0,0,0,0,1,0,1
857,1,1,0,1,0,0,0,0,0,0,1,1
858,1,1,0,0,1,1,1,0,0,0,0,0
859,1,1,0,0,1,1,0,1,0,0,0,0
860,1,1,0,0,1,1,0,0,1,0,0,0
861,1,1,0,0,1,1,0,0,0,1,0,0
862,1,1,0,0,1,1,0,0,0,0,1,0
863,1,1,0,0,1,1,0,0,0,0,0,1
864,1,1,0,0,1,0,1,1,0,0,0,0
865,1,1,0,0,1,0,1,0,1,0,0,0
866,1,1,0,0,1,0,1,0,0,1,0,0
867,1,1,0,0,1,0,1,0,0,0,1,0
868,1,1,0,0,1,0,1,0,0,0,0,1
869,1,1,0,0,1,0,0,1,1,0,0,0
870,1,1,0,0,1,0,0,1,0,1,0,0
871,1,1,0,0,1,0,0,1,0,0,1,0
872,1,1,0,0,1,0,0,1,0,0,0,1
873,1,1,0,0,1,0,0,0,1,1,0,0
874,1,1,0,0,1,0,0,0,1,0,1,0
875,1,1,0,0,1,0,0,0,1,0,0,1
876,1,1,0,0,1,0,0,0,0,1,1,0
877,1,1,0,0,1,0,0,0,0,1,0,1
878,1,1,0,0,1,0,0,0,0,0,1,1
879,1,1,0,0,0,1,1,1,0,0,0,0
880,1,1,0,0,0,1,1,0,1,0,0,0
881,1,1,0,0,0,1,1,0,0,1,0,0
882,1,1,0,0,0,1,1,0,0,0,1,0
883,1,1,0,0,0,1,1,0,0,0,0,1
884,1,1,0,0,0,1,0,1,1,0,0,0
885,1,1,0,0,0,1,0,1,0,1,0,0
886,1,1,0,0,0,1,0,1,0,0,1,0
887,1,1,0,0,0,1,0,1,0,0,0,1
888,1,1,0,0,0,1,0,0,1,1,0,0
889,1,1,0,0,0,1,0,0,1,0,1,0
890,1,1,0,0,0,1,0,0,1,0,0,1
891,1,1,0,0,0,1,0,0,0,1,1,0
892,1,1,0,0,0,1,0,0,0,1,0,1
893,1,1,0,0,0,1,0,0,0,0,1,1
894,1,1,0,0,0,0,1,1,1,0,0,0
895,1,1,0,0,0,0,1,1,0,1,0,0
896,1,1,0,0,0,0,1,1,0,0,1,0
897,1,1,0,0,0,0,1,1,0,0,0,1
898,1,1,0,0,0,0,1,0,1,1,0,0
899,1,1,0,0,0,0,1,0,1,0,1,0
900,1,1,0,0,0,0,1,0,1,0,0,1
901,1,1,0,0,0,0,1,0,0,1,1,0
902,1,1,0,0,0,0,1,0,0,1,0,1
903,1,1,0,0,0,0,1,0,0,0,1,1
904,1,1,0,0,0,0,0,1,1,1,0,0
905,1,1,0,0,0,0,0,1,1,0,1,0
906,1,1,0,0,0,0,0,1,1,0,0,1
907,1,1,0,0,0,0,0,1,0,1,1,0
908,1,1,0,0,0,0,0,1,0,1,0,1
909,1,1,0,0,0,0,0,1,0,0,1,1
910,1,1,0,0,0,0,0,0,1,1,1,0
911,1,1,0,0,0,0,0,0,1,1,0,1
912,1,1,0,0,0,0,0,0,1,0,1,1
913,1,1,0,0,0,0,0,0,0,1,1,1
914,1,0,1,1,1,1,0,0,0,0,0,0
915,1,0,1,1,1,0,1,0,0,0,0,0
916,1,0,1,1,1,0,0,1,0,0,0,0
917,1,0,1,1,1,0,0,0,1,0,0,0
918,1,0,1,1,1,0,0,0,0,1,0,0
919,1,0,1,1,1,0,0,0,0,0,1,0
920,1,0,1,1,1,0,0,0,0,0,0,1
921,1,0,1,1,0,1,1,0,0,0,0,0
922,1,0,1,1,0,1,0,1,0,0,0,0
923,1,0,1,1,0,1,0,0,1,0,0,0
924,1,0,1,1,0,1,0,0,0,1,0,0
925,1,0,1,1,0,1,0,0,0,0,1,0
926,1,0,1,1,0,1,0,0,0,0,0,1
927,1,0,1,1,0,0,1,1,0,0,0,0
928,1,0,1,1,0,0,1,0,1,0,0,0
929,1,0,1,1,0,0,1,0,0,1,0,0
930,1,0,1,1,0,0,1,0,0,0,1,0
931,1,0,1,1,0,0,1,0,0,0,0,1
932,1,0,1,1,0,0,0,1,1,0,0,0
933,1,0,1,1,0,0,0,1,0,1,0,0
934,1,0,1,1,0,0,0,1,0,0,1,0
935,1,0,1,1,0,0,0,1,0,0,0,1
936,1,0,1,1,0,0,0,0,1,1,0,0
937,1,0,1,1,0,0,0,0,1,0,1,0
938,1,0,1,1,0,0,0,0,1,0,0,1
939,1,0,1,1,0,0,0,0,0,1,1,0
940,1,0,1,1,0,0,0,0,0,1,0,1
941,1,0,1,1,0,0,0,0,0,0,1,1
942,1,0,1,0,1,1,1,0,0,0,0,0
943,1,0,1,0,1,1,0,1,0,0,0,0
944,1,0,1,0,1,1,0,0,1,0,0,0
945,1,0,1,0,1,1,0,0,0,1,0,0
946,1,0,1,0,1,1,0,0,0,0,1,0
947,1,0,1,0,1,1,0,0,0,0,0,1
948,1,0,1,0,1,0,1,1,0,0,0,0
949,1,0,1,0,1,0,1,0,1,0,0,0
950,1,0,1,0,1,0,1,0,0,1,0,0
951,1,0,1,0,1,0,1,0,0,0,1,0
952,1,0,1,0,1,0,1,0,0,0,0,1
953,1,0,1,0,1,0,0,1,1,0,0,0
954,1,0,1,0,1,0,0,1,0,1,0,0
955,1,0,1,0,1,0,0,1,0,0,1,0
956,1,0,1,0,1,0,0,1,0,0,0,1
957,1,0,1,0,1,0,0,0,1,1,0,0
958,1,0,1,0,1,0,0,0,1,0,1,0
959,1,0,1,0,1,0,0,0,1,0,0,1
960,1,0,1,0,1,0,0,0,0,1,1,0
961,1,0,1,0,1,0,0,0,0,1,0,1
962,1,0,1,0,1,0,0,0,0,0,1,1
963,1,0,1,0,0,1,1,1,0,0,0,0
964,1,0,1,0,0,1,1,0,1,0,0,0
965,1,0,1,0,0,1,1,0,0,1,0,0
966,1,0,1,0,0,1,1,0,0,0,1,0
967,1,0,1,0,0,1,1,0,0,0,0,1
968,1,0,1,0,0,1,0,1,1,0,0,0
969,1,0,1,0,0,1,0,1,0,1,0,0
970,1,0,1,0,0,1,0,1,0,0,1,0
971,1,0,1,0,0,1,0,1,0,0,0,1
972,1,0,1,0,0,1,0,0,1,1,0,0
973,1,0,1,0,0,1,0,0,1,0,1,0
974,1,0,1,0,0,1,0,0,1,0,0,1
975,1,0,1,0,0,1,0,0,0,1,1,0
976,1,0,1,0,0,1,0,0,0,1,0,1
977,1,0,1,0,0,1,0,0,0,0,1,1
978,1,0,1,0,0,0,1,1,1,0,0,0
979,1,0,1,0,0,0,1,1,0,1,0,0
980,1,0,1,0,0,0,1,1,0,0,1,0
981,1,0,1,0,0,0,1,1,0,0,0,1
982,1,0,1,0,0,0,1,0,1,1,0,0
983,1,0,1,0,0,0,1,0,1,0,1,0
984,1,0,1,0,0,0,1,0,1,0,0,1
985,1,0,1,0,0,0,1,0,0,1,1,0
986,1,0,1,0,0,0,1,0,0,1,0,1
987,1,0,1,0,0,0,1,0,0,0,1,1
988,1,0,1,0,0,0,0,1,1,1,0,0
989,1,0,1,0,0,0,0,1,1,0,1,0
990,1,0,1,0,0,0,0,1,1,0,0,1
991,1,0,1,0,0,0,0,1,0,1,1,0
992,1,0,1,0,0,0,0,1,0,1,0,1
993,1,0,1,0,0,0,0,1,0,0,1,1
994,1,0,1,0,0,0,0,0,1,1,1,0
995,1,0,1,0,0,0,0,0,1,1,0,1
996,1,0,1,0,0,0,0,0,1,0,1,1
997,1,0,1,0,0,0,0,0,0,1,1,1
998,1,0,0,1,1,1,1,0,0,0,0,0
999,1,0,0,1,1,1,0,1,0,0,0,0
1000,1,0,0,1,1,1,0,0,1,0,0,0
1001,1,0,0,1,1,1,0,0,0,1,0,0
1002,1,0,0,1,1,1,0,0,0,0,1,0
1003,1,0,0,1,1,1,0,0,0,0,0,1
1004,1,0,0,1,1,0,1,1,0,0,0,0
1005,1,0,0,1,1,0,1,0,1,0,0,0
1006,1,0,0,1,1,0,1,0,0,1,0,0
1007,1,0,0,1,1,0,1,0,0,0,1,0
1008,1,0,0,1,1,0,1,0,0,0,0,1
1009,1,0,0,1,1,0,0,1,1,0,0,0
1010,1,0,0,1,1,0,0,1,0,1,0,0
1011,1,0,0,1,1,0,0,1,0,0,1,0
1012,1,0,0,1,1,0,0,1,0,0,0,1
1013,1,0,0,1,1,0,0,0,1,1,0,0
1014,1,0,0,1,1,0,0,0,1,0,1,0
1015,1,0,0,1,1,0,0,0,1,0,0,1
1016,1,0,0,1,1,0,0,0,0,1,1,0
1017,1,0,0,1,1,0,0,0,0,1,0,1
1018,1,0,0,1,1,0,0,0,0,0,1,1
1019,1,0,0,1,0,1,1,1,0,0,0,0
1020,1,0,0,1,0,1,1,0,1,0,0,0
1021,1,0,0,1,0,1,1,0,0,1,0,0
1022,1,0,0,1,0,1,1,0,0,0,1,0
1023,1,0,0,1,0,1,1,0,0,0,0,1
1024,1,0,0,1,0,1,0,1,1,0,0,0
1025,1,0,0,1,0,1,0,1,0,1,0,0
1026,1,0,0,1,0,1,0,1,0,0,1,0
1027,1,0,0,1,0,1,0,1,0,0,0,1
1028,1,0,0,1,0,1,0,0,1,1,0,0
1029,1,0,0,1,0,1,0,0,1,0,1,0
1030,1,0,0,1,0,1,0,0,1,0,0,1
1031,1,0,0,1,0,1,0,0,0,1,1,0
1032,1,0,0,1,0,1,0,0,0,1,0,1
1033,1,0,0,1,0,1,0,0,0,0,1,1
1034,1,0,0,1,0,0,1,1,1,0,0,0
1035,1,0,0,1,0,0,1,1,0,1,0,0
1036,1,0,0,1,0,0,1,1,0,0,1,0
1037,1,0,0,1,0,0,1,1,0,0,0,1
1038,1,0,0,1,0,0,1,0,1,1,0,0
1039,1,0,0,1,0,0,1,0,1,0,1,0
1040,1,0,0,1,0,0,1,0,1,0,0,1
1041,1,0,0,1,0,0,1,0,0,1,1,0
1042,1,0,0,1,0,0,1,0,0,1,0,1
1043,1,0,0,1,0,0,1,0,0,0,1,1
1044,1,0,0,1,0,0,0,1,1,1,0,0
1045,1,0,0,1,0,0,0,1,1,0,1,0
1046,1,0,0,1,0,0,0,1,1,0,0,1
1047,1,0,0,1,0,0,0,1,0,1,1,0
1048,1,0,0,1,0,0,0,1,0,1,0,1
1049,1,0,0,1,0,0,0,1,0,0,1,1
1050,1,0,0,1,0,0,0,0,1,1,1,0
1051,1,0,0,1,0,0,0,0,1,1,0,1
1052,1,0,0,1,0,0,0,0,1,0,1,1
1053,1,0,0,1,0,0,0,0,0,1,1,1
1054,1,0,0,0,1,1,1,1,0,0,0,0
1055,1,0,0,0,1,1,1,0,1,0,0,0
1056,1,0,0,0,1,1,1,0,0,1,0,0
1057,1,0,0,0,1,1,1,0,0,0,1,0
1058,1,0,0,0,1,1,1,0,0,0,0,1
1059,1,0,0,0,1,1,0,1,1,0,0,0
1060,1,0,0,0,1,1,0,1,0,1,0,0
1061,1,0,0,0,1,1,0,1,0,0,1,0
1062,1,0,0,0,1,1,0,1,0,0,0,1
1063,1,0,0,0,1,1,0,0,1,1,0,0
1064,1,0,0,0,1,1,0,0,1,0,1,0
1065,1,0,0,0,1,1,0,0,1,0,0,1
1066,1,0,0,0,1,1,0,0,0,1,1,0
