pid,chid,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,CAR_TT,CAR_CO,choice,class_1,class_2,PURPOSE,FIRSTCLASS,TICKETTYPE,WHOPAID,LUGGAGE,AGE,MALE,INCOME,seasonalticket,smseats,ORIGIN,DESTINATION
518,2968,170,67,60,80,74,10,170,80,Car,0.7039653,0.2960347,shop,0,twoWayDisc,self,one,more_than_65,yes,50K_to_100K,0,0,ZH,VD
518,2969,170,56,120,74,66,20,170,130,SM,0.7039653,0.2960347,shop,0,twoWayDisc,self,one,more_than_65,yes,50K_to_100K,0,0,ZH,VD
518,2970,188,67,30,88,86,20,170,130,SM,0.7039653,0.2960347,shop,0,twoWayDisc,self,one,more_than_65,yes,50K_to_100K,0,0,ZH,VD
519,2971,221,119,120,68,132,30,140,80,Car,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
519,2972,170,89,120,74,106,30,182,64,Car,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
519,2973,221,89,120,82,111,20,112,64,Car,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
519,2974,187,89,60,82,111,10,182,104,SM,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
519,2975,187,99,120,82,114,30,112,104,SM,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
519,2976,170,99,60,82,114,20,182,80,SM,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
519,2977,170,119,60,74,139,10,140,64,Car,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
519,2978,170,99,120,68,123,20,140,104,SM,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
519,2979,187,119,30,82,161,20,140,104,Car,0.9349205,0.06507948,shop,0,twoWay,self,none,more_than_65,yes,less_than_50K_2,0,0,SG,BE
520,2980,256,127,120,138,132,30,170,115,Car,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
520,2981,201,95,120,143,108,30,221,92,SM,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
520,2982,256,95,120,149,111,20,136,92,Car,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
520,2983,219,95,60,149,111,10,221,149,SM,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
520,2984,219,106,120,149,116,30,136,149,Car,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
520,2985,201,106,60,149,116,20,221,115,SM,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
520,2986,201,127,60,143,139,10,170,92,Car,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
520,2987,201,106,120,138,123,20,170,149,Car,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
520,2988,219,127,30,149,156,20,170,149,Car,0.9602388,0.039761133,shop,0,twoWay,self,none,40_to_54,yes,more_than_100K,0,0,GE,BS
521,2989,120,82,120,89,83,30,90,55,Car,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
521,2990,93,61,120,91,65,30,117,44,SM,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
521,2991,120,61,120,93,68,20,72,44,Car,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
521,2992,102,61,60,93,68,10,117,71,SM,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
521,2993,102,68,120,93,71,30,72,71,Car,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
521,2994,93,68,60,93,71,20,117,55,SM,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
521,2995,93,82,60,91,86,10,90,44,Car,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
521,2996,93,68,120,89,76,20,90,71,Car,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
521,2997,102,82,30,93,91,20,90,71,Car,0.72568154,0.27431843,shop,0,twoWay,self,none,25_to_39,yes,50K_to_100K,0,0,GE,FR
522,2998,125,96,120,49,106,20,156,80,SM,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
522,2999,114,96,30,44,99,10,156,104,SM,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
522,3000,146,96,60,55,123,30,156,64,Car,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
522,3001,114,80,30,49,106,20,96,64,Car,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
522,3002,146,72,60,49,83,20,120,104,SM,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
522,3003,125,72,120,44,99,10,120,64,SM,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
522,3004,114,96,120,55,123,10,96,80,Car,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
522,3005,114,72,30,55,86,30,120,80,SM,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
522,3006,146,80,60,44,91,10,96,80,SM,0.8745256,0.12547435,shop,0,twoWay,self,none,25_to_39,no,50K_to_100K,0,0,GE,BE
523,3007,221,133,120,74,144,30,180,95,Car,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
523,3008,168,100,120,80,116,30,234,76,SM,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
523,3009,221,100,120,88,123,20,144,76,Car,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
523,3010,186,100,60,88,123,10,234,123,SM,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
523,3011,186,111,120,88,128,30,144,123,SM,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
523,3012,168,111,60,88,128,20,234,95,SM,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
523,3013,168,133,60,80,149,10,180,76,Car,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
523,3014,168,111,120,74,132,20,180,123,SM,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
523,3015,186,133,30,88,177,20,180,123,Car,0.8867081,0.11329191,shop,0,twoWay,self,one,25_to_39,no,50K_to_100K,0,0,VD,ZH
524,3016,130,80,30,67,90,10,100,48,Car,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
524,3017,130,80,120,63,103,10,130,78,Train,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
524,3018,130,72,30,60,98,20,130,60,Train,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
524,3019,103,72,60,60,98,30,80,78,Train,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
524,3020,112,80,30,60,91,30,130,48,Car,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
524,3021,112,72,30,63,83,10,80,60,Train,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
524,3022,112,96,60,60,98,20,80,48,Car,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
524,3023,130,96,30,63,103,30,80,78,Car,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
524,3024,112,80,60,63,103,30,100,60,Car,0.7081717,0.29182824,shop,0,twoWay,self,one,55_to_65,yes,50K_to_100K,0,0,BE,ZH
525,3025,168,80,30,72,91,10,120,60,Car,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
525,3026,168,80,120,66,108,10,156,97,Train,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
525,3027,168,72,30,61,99,20,156,75,Train,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
525,3028,129,72,60,61,99,30,96,97,Train,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
525,3029,142,80,30,61,95,30,156,60,Car,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
525,3030,142,72,30,66,86,10,96,75,Train,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
525,3031,142,96,60,61,103,20,96,60,Car,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
525,3032,168,96,30,66,108,30,96,97,Car,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
525,3033,142,80,60,66,108,30,120,75,Car,0.863677,0.136323,shop,0,twoWay,self,one,55_to_65,yes,unknown,0,0,GE,BE
526,3034,375,156,30,140,172,10,290,172,Car,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
526,3035,375,156,120,126,215,10,377,279,SM,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
526,3036,375,140,30,115,198,20,377,215,SM,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
526,3037,284,140,60,115,198,30,232,279,Car,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
526,3038,314,156,30,115,182,30,377,172,SM,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
526,3039,314,140,30,126,161,10,232,215,Car,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
526,3040,314,187,60,115,198,20,232,172,Car,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
526,3041,375,187,30,126,215,30,232,279,Car,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
526,3042,314,156,60,126,215,30,290,215,Car,0.9908137,0.009186309,shop,0,twoWay,mixed,one,25_to_39,yes,50K_to_100K,0,0,GE,SG
527,3043,226,14,120,101,15,20,273,115,SM,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
527,3044,204,14,30,93,14,10,273,149,SM,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
527,3045,269,14,60,111,19,30,273,92,Train,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
527,3046,204,12,30,101,19,20,168,92,Train,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
527,3047,269,11,60,101,14,20,210,149,SM,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
527,3048,226,11,120,93,19,10,210,92,Train,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
527,3049,204,14,120,111,19,10,168,115,SM,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
527,3050,204,11,30,111,15,30,210,115,SM,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
527,3051,269,12,60,93,15,10,168,115,SM,0.5630325,0.43696743,shop,0,annual,self,one,25_to_39,no,50K_to_100K,0,0,ZH,GE
528,3052,106,14,120,34,14,30,80,50,SM,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
528,3053,85,11,120,37,14,30,104,40,SM,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
528,3054,106,11,120,41,15,20,64,40,SM,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
528,3055,92,11,60,41,15,10,104,65,Train,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
528,3056,92,12,120,41,14,30,64,65,SM,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
528,3057,85,12,60,41,14,20,104,50,Train,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
528,3058,85,14,60,37,15,10,80,40,Train,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
528,3059,85,12,120,34,15,20,80,65,SM,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
528,3060,92,14,30,41,19,20,80,65,Train,0.7156238,0.28437623,shop,0,annual,self,one,40_to_54,yes,50K_to_100K,0,0,BE,ZH
529,3061,103,50,120,31,58,30,70,40,Car,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
529,3062,82,38,120,34,44,30,91,32,SM,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
529,3063,103,38,120,38,48,20,56,32,Car,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
529,3064,89,38,60,38,48,10,91,52,Train,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
529,3065,89,42,120,38,50,30,56,52,SM,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
529,3066,82,42,60,38,50,20,91,40,Train,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
529,3067,82,50,60,34,65,10,70,32,Car,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
529,3068,82,42,120,31,54,20,70,52,SM,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
529,3069,89,50,30,38,74,20,70,52,Train,0.63662606,0.3633739,shop,1,twoWayDisc,unknown,none,40_to_54,yes,less_than_50K_1,0,0,BE,VD
530,3070,200,126,120,71,140,20,273,140,Car,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
530,3071,182,126,30,63,133,10,273,182,SM,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
530,3072,236,126,60,81,168,30,273,112,Car,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
530,3073,182,105,30,71,146,20,168,112,Car,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
530,3074,236,94,60,71,109,20,210,182,SM,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
530,3075,200,94,120,63,133,10,210,112,Car,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
530,3076,182,126,120,81,168,10,168,140,Car,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
530,3077,182,94,30,81,112,30,210,140,SM,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
530,3078,236,105,60,63,122,10,168,140,SM,0.99608165,0.003918351,shop,1,twoWayDisc,self,none,more_than_65,yes,more_than_100K,0,0,GE,ZH
531,3079,193,106,120,50,112,30,170,105,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
531,3080,150,79,120,56,90,30,221,84,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
531,3081,193,79,120,64,97,20,136,84,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
531,3082,164,79,60,64,97,10,221,136,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
531,3083,164,88,120,64,97,30,136,136,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
531,3084,150,88,60,64,97,20,221,105,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
531,3085,150,106,60,56,118,10,170,84,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
531,3086,150,88,120,50,105,20,170,136,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
531,3087,164,106,30,64,140,20,170,136,SM,0.51910233,0.48089767,shop,1,twoWayDisc,self,one,25_to_39,no,less_than_50K_1,0,0,VD,ZH
532,3088,238,116,120,140,118,30,210,125,SM,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
532,3089,178,87,120,143,97,30,273,100,SM,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
532,3090,238,87,120,147,99,20,168,100,Car,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
532,3091,198,87,60,147,99,10,273,162,SM,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
532,3092,198,97,120,147,105,30,168,162,SM,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
532,3093,178,97,60,147,105,20,273,125,SM,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
532,3094,178,116,60,143,122,10,210,100,SM,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
532,3095,178,97,120,140,109,20,210,162,SM,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
532,3096,198,116,30,147,137,20,210,162,SM,0.5337581,0.4662419,shop,1,twoWayDisc,self,one,40_to_54,no,less_than_50K_2,0,0,FR,GR
533,3097,250,84,30,143,90,10,150,76,Car,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
533,3098,250,84,120,137,109,10,195,123,SM,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
533,3099,250,76,30,132,97,20,195,95,SM,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
533,3100,194,76,60,132,97,30,120,123,Car,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
533,3101,213,84,30,132,94,30,195,76,Car,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
533,3102,213,76,30,137,84,10,120,95,Car,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
533,3103,213,101,60,132,105,20,120,76,Car,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
533,3104,250,101,30,137,109,30,120,123,SM,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
533,3105,213,84,60,137,109,30,150,95,SM,0.88894933,0.11105068,shop,1,twoWayDisc,self,one,40_to_54,yes,more_than_100K,0,0,AG,GE
534,3106,272,131,120,95,140,30,220,135,SM,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
534,3107,206,98,120,103,112,30,286,108,SM,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
534,3108,272,98,120,113,118,20,176,108,Car,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
534,3109,228,98,60,113,118,10,286,175,SM,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
534,3110,228,109,120,113,122,30,176,175,SM,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
534,3111,206,109,60,113,122,20,286,135,SM,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
534,3112,206,131,60,103,150,10,220,108,SM,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
534,3113,206,109,120,95,127,20,220,175,SM,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
534,3114,228,131,30,113,174,20,220,175,Car,0.91209424,0.08790576,shop,1,twoWayDisc,self,one,55_to_65,yes,50K_to_100K,0,0,ZH,GE
535,3115,317,112,30,153,127,10,210,128,SM,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
535,3116,317,112,120,143,155,10,273,208,SM,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
535,3117,317,101,30,135,146,20,273,160,SM,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
535,3118,249,101,60,135,146,30,168,208,SM,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
535,3119,272,112,30,135,137,30,273,128,SM,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
535,3120,272,101,30,143,118,10,168,160,Car,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
535,3121,272,134,60,135,146,20,168,128,Car,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
535,3122,317,134,30,143,155,30,168,208,SM,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
535,3123,272,112,60,143,155,30,210,160,SM,0.6119428,0.3880571,shop,1,twoWayDisc,mixed,one,40_to_54,yes,50K_to_100K,0,0,SG,GE
536,3124,122,145,120,67,162,20,143,90,Car,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
536,3125,112,145,30,64,155,10,143,117,SM,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
536,3126,141,145,60,71,176,30,143,72,Car,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
536,3127,112,121,30,67,155,20,88,72,Car,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
536,3128,141,109,60,67,130,20,110,117,SM,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
536,3129,122,109,120,64,147,10,110,72,Car,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
536,3130,112,145,120,71,176,10,88,90,Car,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
536,3131,112,109,30,71,130,30,110,90,Car,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
536,3132,141,121,60,64,142,10,88,90,Car,0.99122065,0.008779332,shop,1,twoWay,unknown,none,40_to_54,no,less_than_50K_1,0,0,VD,BE
537,3133,109,109,120,85,130,20,91,50,Car,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
537,3134,102,109,30,83,121,10,91,65,Car,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
537,3135,123,109,60,87,142,30,91,40,Car,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
537,3136,102,91,30,85,121,20,56,40,Car,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
537,3137,123,82,60,85,91,20,70,65,SM,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
537,3138,109,82,120,83,111,10,70,40,Car,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
537,3139,102,109,120,87,142,10,56,50,Car,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
537,3140,102,82,30,87,97,30,70,50,Car,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
537,3141,123,91,60,83,108,10,56,50,Car,0.97628045,0.023719475,shop,1,twoWay,self,none,55_to_65,no,unknown,0,0,GE,FR
538,3142,150,130,30,124,136,10,90,44,Car,0.9895516,0.010448448,shop,1,twoWay,self,one,55_to_65,yes,more_than_100K,0,0,GE,FR
538,3143,150,130,120,122,153,10,117,71,Car,0.9895516,0.010448448,shop,1,twoWay,self,one,55_to_65,yes,more_than_100K,0,0,GE,FR
538,3144,150,117,30,120,142,20,117,55,Car,0.9895516,0.010448448,shop,1,twoWay,self,one,55_to_65,yes,more_than_100K,0,0,GE,FR
