chid,pid
3695,599
3696,599
3697,599
3698,599
3699,599
3700,600
3701,600
3702,600
3703,600
3704,600
3705,600
3706,600
3708,600
3710,601
3711,601
3712,601
3713,601
3715,601
3716,601
3717,601
3718,602
3720,602
3721,602
3723,602
3724,602
3726,602
3727,603
3728,603
3730,603
3731,603
3732,603
3733,603
3734,603
3735,603
3736,604
3737,604
3738,604
3739,604
3740,604
3741,604
3743,604
3744,604
3745,605
3746,605
3747,605
3748,605
3749,605
3750,605
3751,605
3753,605
3754,606
3755,606
3756,606
3757,606
3758,606
3759,606
3760,606
3761,606
3762,606
3763,607
3764,607
3765,607
3766,607
3767,607
3768,607
3769,607
3770,607
3771,607
3775,608
3776,608
3777,608
3778,608
3779,608
3780,608
3782,609
3784,609
3785,609
3787,609
3788,609
3789,609
3790,610
3791,610
3792,610
3794,610
3795,610
3797,610
3798,610
3802,611
3803,611
3805,611
3806,611
3807,611
3809,612
3810,612
3811,612
3813,612
3814,612
3815,612
3816,612
3817,613
3818,613
3819,613
3820,613
3821,613
3823,613
3824,613
3825,613
3827,614
3828,614
3829,614
3830,614
3831,614
3833,614
3834,614
3835,615
3836,615
3837,615
3838,615
3839,615
3840,615
3842,615
3843,615
3844,616
3845,616
3846,616
3848,616
3849,616
3850,616
3851,616
3852,616
3853,617
3854,617
3855,617
3856,617
3857,617
3858,617
3859,617
3860,617
3861,617
3862,618
3863,618
3864,618
3865,618
3867,618
3868,618
3869,618
3870,618
3871,619
3872,619
3874,619
3876,619
3878,619
3879,619
3880,620
3881,620
3882,620
3883,620
3884,620
3885,620
3886,620
3887,620
3889,621
3890,621
3891,621
3892,621
3893,621
3895,621
3896,621
3897,621
3898,622
3899,622
3900,622
3901,622
3902,622
3905,622
3906,622
3907,623
3908,623
3909,623
3910,623
3911,623
3912,623
3914,623
3915,623
3916,624
3917,624
3918,624
3919,624
3920,624
3921,624
3922,624
3924,624
3925,625
3926,625
3927,625
3928,625
3930,625
3931,625
3932,625
3933,625
3934,626
3935,626
3936,626
3937,626
3940,626
3941,626
3942,626
3944,627
3945,627
3946,627
3947,627
3949,627
3950,627
3951,627
3952,628
3953,628
3954,628
3955,628
3956,628
3957,628
3958,628
3959,628
3960,628
3961,629
3962,629
3963,629
3964,629
3965,629
3966,629
3967,629
3968,629
3970,630
3971,630
3972,630
3973,630
3975,630
3977,630
3978,630
3979,631
3980,631
3981,631
3982,631
3983,631
3984,631
3985,631
3986,631
3987,631
3988,632
3989,632
3990,632
3991,632
3992,632
3993,632
3994,632
3995,632
3996,632
3997,633
3998,633
4000,633
4001,633
4002,633
4004,633
4005,633
4006,634
4009,634
4011,634
4012,634
4013,634
4015,635
4016,635
4017,635
4018,635
4020,635
4021,635
4022,635
4023,635
4025,636
4026,636
4028,636
4029,636
4030,636
4031,636
4034,637
4035,637
4036,637
4037,637
4038,637
4039,637
4040,637
4041,637
4042,638
4043,638
4045,638
4046,638
4047,638
4048,638
4049,638
4050,638
4052,639
4053,639
4055,639
4056,639
4057,639
4058,639
4059,639
4061,640
4062,640
4063,640
4064,640
4068,640
4069,641
4070,641
4071,641
4072,641
4074,641
4075,641
4076,641
4078,642
4079,642
4080,642
4082,642
4083,642
4084,642
4085,642
4086,642
4087,643
4088,643
4089,643
4091,643
4092,643
4094,643
4096,644
4097,644
4098,644
4099,644
4100,644
4101,644
4102,644
4103,644
4104,644
4105,645
4106,645
4107,645
4108,645
4109,645
4110,645
4111,645
4112,645
4114,646
4115,646
4117,646
4118,646
4119,646
4121,646
4124,647
4126,647
4127,647
4128,647
4129,647
4130,647
4131,647
4132,648
4133,648
4134,648
4135,648
4136,648
4137,648
4138,648
4139,648
4141,649
4142,649
4143,649
4144,649
4145,649
4147,649
4148,649
4149,649
4152,650
4153,650
4155,650
4159,651
4161,651
4162,651
4163,651
4164,651
4165,651
4166,651
4167,651
4168,652
4170,652
4171,652
4172,652
4174,652
4176,652
4177,653
4178,653
4179,653
4180,653
4181,653
4182,653
4183,653
4184,653
4185,653
4186,654
4187,654
4188,654
4189,654
4190,654
4191,654
4192,654
4193,654
4194,654
4195,655
4196,655
4197,655
4198,655
4199,655
4200,655
4201,655
4202,655
4203,655
4204,656
4205,656
4206,656
4207,656
4209,656
4210,656
4211,656
4212,656
4214,657
4216,657
4217,657
4218,657
4219,657
4220,657
4221,657
4222,658
4223,658
4224,658
4225,658
4226,658
4227,658
4228,658
4231,659
4232,659
4233,659
4235,659
4236,659
4237,659
4238,659
4239,659
4240,660
4242,660
4248,660
4249,661
4250,661
4251,661
4252,661
4253,661
4254,661
4255,661
4256,661
4257,661
4259,662
4260,662
4261,662
4262,662
4263,662
4264,662
4265,662
4267,663
4268,663
4270,663
4271,663
4274,663
4275,663
4276,664
4277,664
4278,664
4279,664
4280,664
4281,664
4282,664
4284,664
4285,665
4286,665
4287,665
4289,665
4292,665
4293,665
4294,666
4296,666
4297,666
4298,666
4299,666
4300,666
4301,666
4302,666
4303,667
4304,667
4305,667
4307,667
4308,667
4309,667
4311,667
4312,668
4313,668
4314,668
4315,668
4316,668
4317,668
4319,668
4320,668
4321,669
4322,669
4323,669
4325,669
4326,669
4327,669
4329,669
4330,670
4331,670
4334,670
4335,670
4336,670
4337,670
4338,670
4339,671
4340,671
4341,671
4342,671
4344,671
4345,671
4346,671
4349,672
4350,672
4351,672
4353,672
4357,673
4358,673
4359,673
4360,673
4361,673
4363,673
4365,673
4366,674
4367,674
4369,674
4370,674
4371,674
4372,674
4373,674
4375,675
4376,675
4377,675
4379,675
4380,675
4382,675
4384,676
4385,676
4386,676
4387,676
4388,676
4389,676
4390,676
4391,676
4392,676
4393,677
4394,677
4395,677
4396,677
4397,677
4398,677
4399,677
4400,677
4401,677
4402,678
4403,678
4404,678
4405,678
4406,678
4407,678
4409,678
4410,678
4411,679
4412,679
4413,679
4414,679
4415,679
4416,679
4417,679
4418,679
4420,680
4422,680
4423,680
4424,680
4425,680
4426,680
4428,680
4429,681
4430,681
4432,681
4434,681
4437,681
4438,682
4439,682
4440,682
4445,682
4446,682
4447,683
4448,683
4449,683
4450,683
4452,683
4453,683
4454,683
4455,683
4456,684
4457,684
4459,684
4460,684
4461,684
4462,684
4463,684
4464,684
4466,685
4468,685
4469,685
4470,685
4471,685
4472,685
4473,685
4474,686
4475,686
4476,686
4478,686
4479,686
4480,686
4483,687
4484,687
4485,687
4486,687
4487,687
4488,687
4489,687
4490,687
4491,687
4492,688
4493,688
4494,688
4495,688
4496,688
4497,688
4500,688
4501,689
4502,689
4504,689
4505,689
4508,689
4509,689
4510,690
4511,690
4513,690
4515,690
4516,690
4517,690
4518,690
4519,691
4520,691
4521,691
4522,691
4523,691
4524,691
4526,691
4527,691
4528,692
4529,692
4530,692
4532,692
4533,692
4534,692
4535,692
4536,692
4537,693
4538,693
4539,693
4541,693
4542,693
4546,694
4547,694
4548,694
4549,694
4550,694
4551,694
4552,694
4553,694
4554,694
4555,695
4556,695
4557,695
4559,695
4560,695
4562,695
4563,695
4565,696
4566,696
4567,696
4568,696
4569,696
4570,696
4571,696
4573,697
4575,697
4576,697
4577,697
4579,697
4580,697
4582,698
4583,698
4585,698
4586,698
4587,698
4588,698
4589,698
4590,698
4591,699
4592,699
4593,699
4594,699
4596,699
4597,699
4598,699
4601,700
4602,700
4603,700
4604,700
4605,700
4606,700
4607,700
4608,700
4610,701
4611,701
4612,701
4614,701
4615,701
4616,701
4617,701
4618,702
4619,702
4620,702
4621,702
4623,702
4624,702
4627,703
4628,703
4629,703
4632,703
4633,703
4634,703
4637,704
4641,704
4642,704
4643,704
4644,704
4645,705
4646,705
4647,705
4648,705
4649,705
4651,705
4652,705
4653,705
4654,706
4655,706
4656,706
4657,706
4658,706
4659,706
4660,706
4661,706
4662,706
4663,707
4665,707
4666,707
4669,707
4671,707
4672,708
4674,708
4675,708
4677,708
4678,708
4679,708
4680,708
4681,709
4682,709
4684,709
4685,709
4687,709
4689,709
4690,710
4691,710
4693,710
4694,710
4696,710
4697,710
4699,711
4701,711
4702,711
4703,711
4704,711
4705,711
4706,711
4707,711
4708,712
4709,712
4710,712
4711,712
4712,712
4713,712
4714,712
4715,712
4717,713
4718,713
4719,713
4721,713
4722,713
4723,713
4724,713
4725,713
4726,714
4727,714
4728,714
4729,714
4730,714
4731,714
4732,714
4733,714
4734,714
4735,715
4736,715
4737,715
4738,715
4739,715
4740,715
4742,715
4743,715
4745,716
4746,716
4749,716
4750,716
4752,716
4753,717
4754,717
4755,717
4756,717
4757,717
4758,717
4760,717
4761,717
4762,718
4763,718
4764,718
4766,718
4767,718
4769,718
4770,718
4771,719
4772,719
4773,719
4774,719
4776,719
4777,719
4778,719
4779,719
4780,720
4781,720
4782,720
4783,720
4784,720
4785,720
4786,720
4787,720
4788,720
4789,721
4790,721
4791,721
4792,721
4794,721
4795,721
4796,721
4797,721
4799,722
4801,722
4802,722
4803,722
4804,722
4805,722
4807,723
4808,723
4809,723
4810,723
4813,723
4814,723
4815,723
4816,724
4817,724
4818,724
4820,724
4822,724
4823,724
4824,724
4825,725
4827,725
4828,725
4829,725
4830,725
4831,725
4832,725
4833,725
4834,726
4835,726
4837,726
4838,726
4839,726
4840,726
4841,726
4843,727
4844,727
4845,727
4846,727
4847,727
4848,727
4849,727
4851,727
4852,728
4853,728
4855,728
4857,728
4858,728
4859,728
4862,729
4863,729
4864,729
4866,729
4867,729
4868,729
4870,730
4871,730
4872,730
4873,730
4874,730
4875,730
4876,730
4877,730
4878,730
4881,731
4882,731
4883,731
4885,731
4886,731
4887,731
4888,732
4889,732
4890,732
4891,732
4892,732
4893,732
4894,732
4895,732
4896,732
4897,733
4900,733
4901,733
4902,733
4904,733
4905,733
4906,734
4907,734
4908,734
4909,734
4911,734
4912,734
4913,734
4914,734
4915,735
4916,735
4917,735
4918,735
4919,735
4920,735
4921,735
4922,735
4923,735
4925,736
4927,736
4928,736
4929,736
4931,736
4933,737
4934,737
4935,737
4936,737
4937,737
4938,737
4940,737
4941,737
4942,738
4943,738
4944,738
4945,738
4947,738
4948,738
4949,738
4950,738
4951,739
4952,739
4954,739
4957,739
4958,739
4959,739
4962,740
4963,740
4964,740
4965,740
4967,740
4968,740
4969,741
4970,741
4971,741
4974,741
4975,741
4976,741
4977,741
4978,742
4979,742
4982,742
4983,742
4984,742
4985,742
4986,742
4987,743
4988,743
4990,743
4991,743
4992,743
4993,743
4994,743
4995,743
4996,744
4998,744
4999,744
5000,744
5002,744
5003,744
5005,745
5006,745
5007,745
5008,745
5009,745
5010,745
5011,745
5013,745
5014,746
5015,746
5016,746
5018,746
5019,746
5020,746
5021,746
5022,746
5023,747
5024,747
5026,747
5027,747
5028,747
5029,747
5030,747
5031,747
5032,748
5033,748
5034,748
5035,748
5036,748
5037,748
5038,748
5039,748
5040,748
5041,749
5042,749
5044,749
5045,749
5046,749
5047,749
5048,749
5050,750
5053,750
5054,750
5055,750
5056,750
5057,750
5058,750
5059,751
5060,751
5061,751
5062,751
5063,751
5064,751
5065,751
5066,751
5068,752
5069,752
5070,752
5071,752
5072,752
5073,752
5074,752
5075,752
5076,752
5077,753
5078,753
5079,753
5081,753
5083,753
5084,753
5086,754
5087,754
5088,754
5089,754
5090,754
5091,754
5093,754
5096,755
5097,755
5099,755
5101,755
5102,755
5103,755
5104,756
5105,756
5106,756
5107,756
5109,756
5110,756
5111,756
5112,756
5113,757
5114,757
5115,757
5116,757
5117,757
5118,757
5119,757
5120,757
5121,757
5123,758
5125,758
5126,758
5127,758
5128,758
5130,758
5131,759
5132,759
5136,759
5137,759
5138,759
5139,759
5141,760
5142,760
5144,760
5145,760
5146,760
5147,760
5148,760
5149,761
5150,761
5151,761
5152,761
5153,761
5154,761
5155,761
5156,761
5157,761
5158,762
5159,762
5160,762
5161,762
5162,762
5164,762
5168,763
5169,763
5170,763
5172,763
5173,763
5174,763
5175,763
5176,764
5177,764
5178,764
5179,764
5180,764
5181,764
5182,764
5183,764
5185,765
5186,765
5188,765
5191,765
5192,765
5193,765
5194,766
5195,766
5196,766
5197,766
5198,766
5199,766
5200,766
5201,766
5203,767
5205,767
5206,767
5207,767
5209,767
5210,767
5213,768
5214,768
5215,768
5216,768
5217,768
5218,768
5219,768
5221,769
5223,769
5224,769
5225,769
5226,769
5227,769
5228,769
5229,769
5230,770
5231,770
5232,770
5233,770
5235,770
5236,770
5237,770
5239,771
5241,771
5243,771
5246,771
5247,771
5248,772
5250,772
5251,772
5252,772
5254,772
5255,772
5256,772
5257,773
5258,773
5259,773
5260,773
5262,773
5263,773
5264,773
5266,774
5267,774
5268,774
5269,774
5274,774
5275,775
5276,775
5277,775
5278,775
5279,775
5280,775
5281,775
5282,775
5283,775
5284,776
5286,776
5287,776
5291,776
5292,776
5293,777
5294,777
5295,777
5296,777
5297,777
5298,777
5299,777
5300,777
5302,778
5303,778
5305,778
5307,778
5308,778
5309,778
5310,778
5311,779
5312,779
5313,779
5314,779
5315,779
5316,779
5317,779
5321,780
5322,780
5323,780
5324,780
5325,780
5326,780
5327,780
5328,780
5329,781
5330,781
5331,781
5332,781
5333,781
5335,781
5336,781
5337,781
5339,782
5340,782
5342,782
5343,782
5345,782
5346,782
5347,783
5348,783
5349,783
5350,783
5353,783
5354,783
5355,783
5356,784
5357,784
5358,784
5359,784
5360,784
5361,784
5363,784
5364,784
5365,785
5366,785
5367,785
5368,785
5369,785
5370,785
5372,785
5373,785
5374,786
5375,786
5376,786
5377,786
5379,786
5380,786
5381,786
5382,786
5383,787
5384,787
5385,787
5386,787
5387,787
5388,787
5389,787
5390,787
5391,787
5395,788
5396,788
5397,788
5398,788
5400,788
5401,789
5402,789
5403,789
5404,789
5405,789
5406,789
5407,789
5408,789
5409,789
5410,790
5411,790
5412,790
5413,790
5415,790
5416,790
5419,791
5420,791
5421,791
5422,791
5423,791
5425,791
5426,791
5428,792
5429,792
5430,792
5431,792
5433,792
5434,792
5435,792
5436,792
5438,793
5439,793
5440,793
5441,793
5442,793
5443,793
5444,793
5445,793
5446,794
5447,794
5448,794
5450,794
5453,794
5454,794
5455,795
5456,795
5457,795
5459,795
5460,795
5461,795
5462,795
5463,795
5464,796
5465,796
5466,796
5467,796
5468,796
5469,796
5470,796
5471,796
5472,796
5473,797
5474,797
5475,797
5476,797
5477,797
5478,797
5479,797
5480,797
5481,797
5482,798
5483,798
5484,798
5485,798
5486,798
5487,798
5488,798
5489,798
5490,798
5491,799
5492,799
5493,799
5494,799
5496,799
5497,799
5498,799
5499,799
5500,800
5501,800
5502,800
5503,800
5504,800
5505,800
5506,800
5507,800
5508,800
5509,801
5510,801
5511,801
5512,801
5513,801
5514,801
5515,801
5516,801
5517,801
5518,802
5521,802
5522,802
5523,802
5526,802
5527,803
5529,803
5530,803
5532,803
5533,803
5534,803
5535,803
5536,804
5537,804
5538,804
5540,804
5542,804
5543,804
5544,804
5545,805
5546,805
5547,805
5548,805
5550,805
5551,805
5552,805
5554,806
5558,806
5560,806
5561,806
5562,806
5563,807
5564,807
5565,807
5566,807
5567,807
5568,807
5569,807
5570,807
5571,807
5572,808
5573,808
5574,808
5575,808
5576,808
5577,808
5579,808
5580,808
5581,809
5582,809
5583,809
5584,809
5585,809
5586,809
5589,809
5591,810
5592,810
5593,810
5594,810
5595,810
5596,810
5598,810
5599,811
5600,811
5602,811
5603,811
5604,811
5605,811
5606,811
5608,812
5609,812
5613,812
5614,812
5615,812
5616,812
5617,813
5618,813
5619,813
5620,813
5621,813
5622,813
5624,813
5625,813
5626,814
5627,814
5628,814
5630,814
5631,814
5632,814
5633,814
5634,814
5635,815
5636,815
5638,815
5639,815
5641,815
5642,815
5643,815
5644,816
5645,816
5647,816
5648,816
5649,816
5650,816
5651,816
5652,816
5653,817
5654,817
5655,817
5656,817
5657,817
5658,817
5660,817
5661,817
5662,818
5663,818
5664,818
5665,818
5666,818
5668,818
5669,818
5670,818
5671,819
5672,819
5673,819
5674,819
5675,819
5676,819
5678,819
5679,819
5680,820
5681,820
5683,820
5685,820
5686,820
5687,820
5688,820
5689,821
5691,821
5692,821
5693,821
5694,821
5695,821
5696,821
5699,822
5701,822
5702,822
5703,822
5705,822
5706,822
5708,823
5709,823
5711,823
5712,823
5713,823
5714,823
5715,823
5716,824
5717,824
5718,824
5719,824
5720,824
5721,824
5722,824
5723,824
5724,824
5725,825
5726,825
5728,825
5730,825
5732,825
5733,825
5734,826
5735,826
5736,826
5737,826
5738,826
5739,826
5741,826
5743,827
5744,827
5745,827
5746,827
5747,827
5748,827
5749,827
5750,827
5752,828
5753,828
5757,828
5758,828
5759,828
5760,828
5761,829
5762,829
5763,829
5765,829
5766,829
5767,829
5768,829
5769,829
5770,830
5771,830
5772,830
5773,830
5775,830
5776,830
5777,830
5778,830
5779,831
5780,831
5781,831
5782,831
5783,831
5784,831
5785,831
5786,831
5787,831
5790,832
5791,832
5792,832
5793,832
5794,832
5795,832
5797,833
5798,833
5799,833
5800,833
5801,833
5802,833
5803,833
5807,834
5808,834
5809,834
5810,834
5811,834
5812,834
5813,834
5816,835
5817,835
5818,835
5819,835
5820,835
5821,835
5822,835
5823,835
5825,836
5826,836
5827,836
5828,836
5829,836
5830,836
5831,836
5832,836
5833,837
5834,837
5835,837
5836,837
5837,837
5838,837
5839,837
5841,837
5842,838
5843,838
5845,838
5846,838
5847,838
5848,838
5849,838
5850,838
5851,839
5852,839
5853,839
5854,839
5855,839
5856,839
5857,839
5858,839
5860,840
5861,840
5862,840
5864,840
5865,840
5866,840
5867,840
5868,840
5871,841
5872,841
5873,841
5874,841
5875,841
5876,841
5877,841
5878,842
5879,842
5881,842
5882,842
5883,842
5884,842
5885,842
5886,842
5887,843
5888,843
5889,843
5890,843
5892,843
5893,843
5895,843
5897,844
5898,844
5899,844
5901,844
5902,844
5903,844
5904,844
5905,845
5906,845
5907,845
5908,845
5909,845
5910,845
5911,845
5912,845
5914,846
5915,846
5916,846
5917,846
5918,846
5919,846
5922,846
5923,847
5925,847
5926,847
5928,847
5929,847
5930,847
5932,848
5933,848
5934,848
5937,848
5938,848
5939,848
5940,848
5941,849
5942,849
5943,849
5947,849
5948,849
5949,849
5951,850
5952,850
5953,850
5954,850
5956,850
5957,850
5958,850
5959,851
5960,851
5962,851
5963,851
5964,851
5965,851
5966,851
5968,852
5969,852
5972,852
5973,852
5975,852
5976,852
5977,853
5978,853
5980,853
5981,853
5982,853
5984,853
5985,853
5986,854
5987,854
5990,854
5991,854
5992,854
5994,854
5995,855
5996,855
5997,855
5998,855
6002,855
6003,855
6004,856
6006,856
6007,856
6009,856
6011,856
6012,856
6013,857
6014,857
6015,857
6016,857
6017,857
6018,857
6019,857
6020,857
6021,857
6022,858
6023,858
6025,858
6026,858
6027,858
6029,858
6030,858
6032,859
6033,859
6035,859
6036,859
6037,859
6040,860
6041,860
6043,860
6044,860
6045,860
6047,860
6048,860
6049,861
6050,861
6051,861
6052,861
6053,861
6055,861
6056,861
6058,862
6059,862
6060,862
6061,862
6062,862
6063,862
6065,862
6066,862
6068,863
6069,863
6072,863
6074,863
6075,863
6076,864
6077,864
6078,864
6079,864
6080,864
6081,864
6082,864
6085,865
6086,865
6088,865
6090,865
6093,865
6094,866
6095,866
6096,866
6098,866
6099,866
6100,866
6101,866
6102,866
6104,867
6105,867
6106,867
6107,867
6108,867
6109,867
6110,867
6111,867
6112,868
6113,868
6114,868
6115,868
6116,868
6117,868
6118,868
6119,868
6121,869
6122,869
6123,869
6125,869
6126,869
6128,869
6129,869
6130,870
6131,870
6132,870
6133,870
6134,870
6135,870
6136,870
6139,871
6142,871
6143,871
6144,871
6145,871
6148,872
6149,872
6150,872
6151,872
6152,872
6153,872
6154,872
6155,872
6156,872
6160,873
6161,873
6163,873
6164,873
6165,873
6166,874
6167,874
6168,874
6170,874
6174,874
6175,875
6176,875
6177,875
6178,875
6179,875
6180,875
6181,875
6182,875
6183,875
6184,876
6185,876
6188,876
6190,876
6191,876
6192,876
6193,877
6194,877
6195,877
6197,877
6199,877
6200,877
6201,877
6202,878
6203,878
6204,878
6205,878
6206,878
6207,878
6208,878
6209,878
6210,878
6211,879
6212,879
6213,879
6214,879
6215,879
6216,879
6217,879
6218,879
6219,879
6220,880
6221,880
6222,880
6224,880
6225,880
6227,880
6228,880
6229,881
6231,881
6232,881
6234,881
6235,881
6237,881
6238,882
6239,882
6240,882
6241,882
6243,882
6244,882
6245,882
6249,883
6250,883
6251,883
6252,883
6253,883
6255,883
6256,884
6257,884
6258,884
6259,884
6260,884
6262,884
6263,884
6265,885
6266,885
6267,885
6268,885
6269,885
6270,885
6271,885
6272,885
6273,885
6274,886
6275,886
6276,886
6277,886
6278,886
6279,886
6280,886
6281,886
6282,886
6283,887
6284,887
6285,887
6286,887
6287,887
6288,887
6289,887
6290,887
6291,887
6292,888
6293,888
6294,888
6295,888
6296,888
6297,888
6298,888
6299,888
6300,888
6304,889
6305,889
6306,889
6307,889
6308,889
6309,889
6310,890
6311,890
6312,890
6314,890
6316,890
6317,890
6318,890
6319,891
6320,891
6323,891
6324,891
6325,891
6326,891
6327,891
6328,892
6329,892
6331,892
6332,892
6333,892
6334,892
6335,892
6336,892
6337,893
6338,893
6339,893
6340,893
6342,893
6343,893
6344,893
6345,893
6346,894
6347,894
6348,894
6349,894
6350,894
6351,894
6352,894
6354,894
6356,895
6357,895
6358,895
6359,895
6361,895
6362,895
6363,895
6364,896
6365,896
6366,896
6367,896
6368,896
6370,896
6371,896
6372,896
6373,897
6377,897
6378,897
6379,897
6380,897
6381,897
6382,898
6384,898
6385,898
6386,898
6387,898
6388,898
6389,898
6392,899
6393,899
6395,899
6396,899
6397,899
6399,899
6400,900
6402,900
6403,900
6404,900
6405,900
6406,900
6407,900
6408,900
6409,901
6410,901
6411,901
6412,901
6414,901
6415,901
6416,901
6418,902
6419,902
6420,902
6421,902
6422,902
6423,902
6424,902
6428,903
6429,903
6431,903
6432,903
6434,903
6435,903
6436,904
6438,904
6439,904
6440,904
6441,904
6442,904
6443,904
6444,904
6445,905
6446,905
6447,905
6449,905
6450,905
6451,905
6452,905
6454,906
6455,906
6456,906
6457,906
6458,906
6459,906
6460,906
6461,906
6462,906
6464,907
6465,907
6466,907
6467,907
6468,907
6469,907
6471,907
6472,908
6475,908
6476,908
6477,908
6478,908
6479,908
6483,909
6485,909
6486,909
6487,909
6488,909
6490,910
6491,910
6492,910
6493,910
6494,910
6495,910
6496,910
6497,910
6498,910
6500,911
6503,911
6504,911
6506,911
6507,911
6508,912
6509,912
6510,912
6511,912
6512,912
6513,912
6514,912
6515,912
6516,912
6517,913
6518,913
6519,913
6520,913
6521,913
6522,913
6524,913
6525,913
6526,914
6529,914
6531,914
6532,914
6533,914
6534,914
6535,915
6536,915
6537,915
6538,915
6539,915
6540,915
6541,915
6542,915
6544,916
6545,916
6547,916
6548,916
6550,916
6551,916
6552,916
6553,917
6554,917
6555,917
6556,917
6557,917
6558,917
6559,917
6561,917
6562,918
6563,918
6564,918
6565,918
6566,918
6567,918
6570,918
6572,919
6573,919
6574,919
6575,919
6577,919
6578,919
6579,919
6580,920
6581,920
6582,920
6583,920
6584,920
6585,920
6587,920
6589,921
6590,921
6591,921
6592,921
6593,921
6594,921
6595,921
6596,921
6598,922
6599,922
6600,922
6601,922
6602,922
6603,922
6605,922
6606,922
6607,923
6608,923
6611,923
6612,923
6613,923
6614,923
6616,924
6617,924
6618,924
6619,924
6620,924
6622,924
6623,924
6627,925
6628,925
6629,925
6630,925
6631,925
6632,925
6634,926
6635,926
6636,926
6640,926
6641,926
6642,926
6643,927
6644,927
6645,927
6647,927
6648,927
6649,927
6650,927
6651,927
6652,928
6653,928
6654,928
6656,928
6657,928
6658,928
6659,928
6660,928
6661,929
6662,929
6663,929
6664,929
6665,929
6666,929
6667,929
6668,929
6669,929
6671,930
6672,930
6676,930
6677,930
6678,930
6679,931
6680,931
6681,931
6682,931
6684,931
6686,931
6687,931
6688,932
6690,932
6691,932
6692,932
6693,932
6694,932
6695,932
6696,932
6698,933
6700,933
6701,933
6702,933
6703,933
6704,933
6705,933
6706,934
6707,934
6708,934
6710,934
6711,934
6712,934
6713,934
6714,934
6715,935
6716,935
6717,935
6719,935
6720,935
6721,935
6722,935
6725,936
6727,936
6728,936
6729,936
6731,936
6733,937
6734,937
6735,937
6736,937
6737,937
6738,937
6740,937
6741,937
6742,938
6743,938
6744,938
6745,938
6746,938
6747,938
6748,938
6749,938
6750,938
6751,939
6752,939
6753,939
6754,939
6755,939
6756,939
6757,939
6758,939
6759,939
6762,940
6763,940
6765,940
6766,940
6768,940
6770,941
6771,941
6772,941
6773,941
6775,941
6776,941
6777,941
6778,942
6780,942
6781,942
6782,942
6783,942
6784,942
6785,942
6787,943
6788,943
6789,943
6790,943
6791,943
6793,943
6794,943
6795,943
6797,944
6798,944
6800,944
6801,944
6803,944
6805,945
6806,945
6807,945
6808,945
6809,945
6810,945
6812,945
6813,945
6814,946
6815,946
6816,946
6818,946
6820,946
6821,946
6822,946
6824,947
6825,947
6826,947
6827,947
6828,947
6831,947
6833,948
6834,948
6835,948
6838,948
6839,948
6840,948
6841,949
6842,949
6843,949
6844,949
6845,949
6846,949
6847,949
6848,949
6849,949
6850,950
6851,950
6852,950
6853,950
6854,950
6856,950
6857,950
6858,950
6859,951
6860,951
6861,951
6863,951
6865,951
6866,951
6867,951
6868,952
6869,952
6870,952
6871,952
6872,952
6873,952
6874,952
6875,952
6876,952
6877,953
6878,953
6879,953
6880,953
6881,953
6882,953
6883,953
6884,953
6885,953
6886,954
6887,954
6889,954
6890,954
6891,954
6893,954
6894,954
6896,955
6897,955
6898,955
6899,955
6900,955
6901,955
6902,955
6903,955
6905,956
6906,956
6907,956
6908,956
6909,956
6910,956
6913,957
6914,957
6915,957
6916,957
6917,957
6918,957
6920,957
6922,958
6923,958
6925,958
6927,958
6928,958
6929,958
6930,958
6932,959
6933,959
6935,959
6936,959
6937,959
6939,959
6940,960
6942,960
6943,960
6944,960
6945,960
6947,960
6950,961
6951,961
6952,961
6953,961
6955,961
6956,961
6958,962
6959,962
6960,962
6962,962
6963,962
6964,962
6968,963
6969,963
6970,963
6971,963
6972,963
6973,963
6974,963
6976,964
6977,964
6978,964
6979,964
6980,964
6981,964
6982,964
6983,964
6985,965
6986,965
6988,965
6990,965
6991,965
6993,965
6994,966
6995,966
6998,966
6999,966
7001,966
7002,966
7003,967
7004,967
7005,967
7006,967
7007,967
7009,967
7010,967
7011,967
7012,968
7013,968
7014,968
7016,968
7018,968
7019,968
7020,968
7021,969
7022,969
7023,969
7024,969
7026,969
7028,969
7029,969
7030,970
7032,970
7033,970
7034,970
7035,970
7037,970
7039,971
7040,971
7041,971
7042,971
7043,971
7045,971
7046,971
7047,971
7049,972
7050,972
7051,972
7052,972
7053,972
7054,972
7055,972
7056,972
7057,973
7058,973
7059,973
7062,973
7064,973
7065,973
7066,974
7067,974
7068,974
7070,974
7072,974
7073,974
7074,974
7075,975
7076,975
7077,975
7078,975
7079,975
7080,975
7081,975
7083,975
7084,976
7085,976
7086,976
7087,976
7088,976
7089,976
7090,976
7091,976
7092,976
7093,977
7094,977
7096,977
7097,977
7098,977
7100,977
7101,977
7102,978
7103,978
7104,978
7105,978
7106,978
7108,978
7109,978
7110,978
7111,979
7112,979
7113,979
7114,979
7115,979
7116,979
7119,979
7120,980
7121,980
7124,980
7126,980
7127,980
7128,980
7130,981
7131,981
7132,981
7134,981
7135,981
7137,981
7138,982
7139,982
7140,982
7141,982
7142,982
7143,982
7145,982
7146,982
7147,983
7148,983
7149,983
7150,983
7152,983
7153,983
7155,983
7156,984
7157,984
7158,984
7159,984
7161,984
7162,984
7163,984
7165,985
7166,985
7168,985
7170,985
7171,985
7172,985
7173,985
7174,986
7175,986
7176,986
7177,986
