chid,alt,match,x1,x2,x3,s11,s12,s13,s21,s22,s23,o11,o12,o13,o14,e11,e12,e13,e21,e22,e23,flag
3517,2,1,8,13,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,tr
3518,1,0,11,5,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
3518,2,1,7,13,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
3519,1,1,21,4,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3519,2,0,15,14,3.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3520,1,1,15,6,1.5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tr
3520,2,0,16,14,3.5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tr
3521,1,1,3,6,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,tr
3521,2,0,4,13,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,tr
3523,1,0,8,5,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3523,2,1,5,16,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3525,1,1,10,6,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
3525,2,0,6,15,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
3526,1,1,8,5,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3526,2,0,7,18,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3527,1,0,21,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3527,2,1,13,12,2.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3528,1,0,5,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3528,2,1,4,17,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3529,1,1,8,4,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,tr
3529,2,0,4,15,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,tr
3530,1,0,7,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3530,2,1,7,14,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3531,1,1,9,6,1.5,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,tr
3531,2,0,7,17,2.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,tr
3532,1,0,13,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3532,2,1,9,15,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3534,1,0,10,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3534,2,1,7,10,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3535,1,0,4,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
3535,2,1,3,13,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
3536,1,0,6,7,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,tr
3536,2,1,6,17,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,tr
3537,1,1,4,6,1.5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,tr
3537,2,0,4,15,2.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,tr
3538,1,1,5,5,1.5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3538,2,0,4,16,2.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3539,1,1,15,3,2.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3539,2,0,10,14,2.75,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3540,1,0,27,5,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3540,2,1,14,18,2.75,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3541,1,1,15,6,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3541,2,0,13,14,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3543,1,0,8,4,1.5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,tr
3543,2,1,5,8,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,tr
3546,1,0,8,4,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3546,2,1,7,11,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3547,1,0,17,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
3547,2,1,14,13,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
3549,1,1,6,4,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,tr
3549,2,0,4,18,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,tr
3550,1,0,14,5,1.5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,tr
3550,2,1,12,17,2.75,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,tr
3552,1,0,5,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3552,2,1,4,17,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3553,1,0,11,6,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3553,2,1,7,16,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3554,1,0,13,4,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3554,2,1,10,13,2.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3556,1,1,13,7,1.5,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,tr
3556,2,0,13,14,2.75,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,tr
3557,1,1,22,6,1.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
3557,2,0,17,15,3.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
3558,1,0,11,6,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3558,2,1,7,13,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3560,1,1,11,4,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
3560,2,0,7,16,2.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
3561,1,0,30,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3561,2,1,19,16,3.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3562,1,0,4,4,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3562,2,1,3,13,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3563,1,1,15,5,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3563,2,0,10,16,2.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3564,1,0,17,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
3564,2,1,10,15,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
3565,1,1,3,3,1.5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,tr
3565,2,0,4,15,2.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,tr
3566,1,0,8,6,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,tr
3566,2,1,6,13,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,tr
3567,1,0,6,5,1.5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,tr
3567,2,1,5,14,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,tr
3569,1,1,7,5,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
3569,2,0,6,15,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
3570,1,0,12,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3570,2,1,10,15,2.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3571,1,1,6,4,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3571,2,0,10,15,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3572,1,0,11,7,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
3572,2,1,10,12,2.75,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
3573,1,0,12,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3573,2,1,9,16,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3574,1,0,10,6,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3574,2,1,7,13,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3575,1,1,7,5,1.5,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,tr
3575,2,0,8,12,2.75,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,tr
3577,1,1,8,4,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
3577,2,0,5,16,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
3578,1,0,10,3,1.5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3578,2,1,6,13,2.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3580,1,1,6,5,1.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,tr
3580,2,0,5,13,2.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,tr
3581,1,0,19,4,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3581,2,1,12,11,2.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3582,1,1,18,5,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3582,2,0,13,17,2.75,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3583,1,0,13,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3583,2,1,9,18,2.75,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3584,1,1,4,5,1.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
3584,2,0,3,15,2.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
3585,1,0,17,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3585,2,1,12,14,2.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3587,1,0,7,7,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3587,2,1,4,15,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3589,1,1,10,6,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3589,2,0,8,17,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3590,1,1,19,6,1.5,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,tr
3590,2,0,14,16,3.5,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,tr
3591,1,1,5,4,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3591,2,0,3,17,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3592,1,0,58,6,1.5,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,tr
3592,2,1,30,17,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,tr
3593,1,1,12,4,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
3593,2,0,9,12,2.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
3594,1,0,9,4,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3594,2,1,7,16,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3595,1,0,23,6,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3595,2,1,15,16,3.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3596,1,0,16,5,1.5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,tr
3596,2,1,10,15,2.75,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,tr
3597,1,0,6,6,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3597,2,1,6,14,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3598,1,0,10,4,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3598,2,1,6,13,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3599,1,1,19,4,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3599,2,0,11,16,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3600,1,1,7,4,1.5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,tr
3600,2,0,5,15,2.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,tr
3601,1,0,9,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
3601,2,1,8,16,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
3603,1,1,3,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3603,2,0,3,20,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3604,1,1,3,5,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,tr
3604,2,0,3,13,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,tr
3605,1,1,10,4,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3605,2,0,7,16,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3606,1,1,7,5,2.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3606,2,0,6,15,2.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3607,1,1,3,6,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
3607,2,0,6,18,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
3608,1,0,5,7,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3608,2,1,4,17,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3609,1,0,7,7,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3609,2,1,5,17,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3611,1,1,5,6,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3611,2,0,5,17,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3613,1,1,5,6,1.5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,tr
3613,2,0,4,16,2.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,tr
3614,1,1,8,6,1.5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,tr
3614,2,0,4,15,2.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,tr
3615,1,0,11,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
3615,2,1,9,20,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
3616,1,0,19,5,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3616,2,1,12,12,2.75,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3617,1,1,5,4,1.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
3617,2,0,3,14,2.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
3618,1,0,7,4,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3618,2,1,4,12,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3619,1,1,8,5,1.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,tr
3619,2,0,5,15,2.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,tr
3620,1,0,27,4,2.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3620,2,1,18,13,3.5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3622,1,0,13,6,1.5,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,tr
3622,2,1,10,13,2.75,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,tr
3624,1,0,12,6,1.5,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,tr
3624,2,1,6,15,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,tr
3625,1,1,20,3,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3625,2,0,20,19,3.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
3626,1,1,13,4,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,tr
3626,2,0,11,15,2.75,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,tr
3627,1,1,5,4,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3627,2,0,5,14,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3628,1,0,9,6,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3628,2,1,6,15,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3629,1,1,5,5,1.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
3629,2,0,5,13,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
3631,1,0,12,4,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3631,2,1,8,13,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3633,1,0,6,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3633,2,1,4,15,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3634,1,0,7,5,1.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
3634,2,1,5,16,2.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
3635,1,0,16,4,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3635,2,1,8,12,2.75,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3636,1,1,7,4,1.5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,tr
3636,2,0,8,12,2.0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,tr
3638,1,0,8,6,1.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3638,2,1,6,16,2.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3640,1,0,7,4,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3640,2,1,5,15,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3641,1,0,5,6,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
3641,2,1,4,12,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
3642,1,0,4,6,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
3642,2,1,5,13,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
3643,1,0,5,7,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
3643,2,1,4,12,2.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
3644,1,1,6,4,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3644,2,0,6,14,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3645,1,0,6,7,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3645,2,1,3,15,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3646,1,0,16,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3646,2,1,9,14,2.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3647,1,1,5,4,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
3647,2,0,5,13,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
3649,1,0,24,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3649,2,1,16,17,3.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3651,1,0,6,4,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,tr
3651,2,1,6,14,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,tr
3652,1,0,6,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3652,2,1,5,14,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3653,1,1,6,5,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3653,2,0,4,16,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3654,1,0,23,7,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3654,2,1,17,17,3.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
3655,1,0,5,4,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3655,2,1,4,14,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
3656,1,0,4,4,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3656,2,1,4,15,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3657,1,0,26,7,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,tr
3657,2,1,19,12,3.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,tr
3658,1,1,6,4,1.5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3658,2,0,3,15,2.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3659,1,1,12,5,1.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,tr
3659,2,0,9,15,2.75,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,tr
3660,1,0,29,6,1.5,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,tr
3660,2,1,20,19,3.5,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,tr
3662,1,0,31,5,1.5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,tr
3662,2,1,20,14,3.5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,tr
3663,1,1,8,5,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
3663,2,0,9,13,2.75,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
3664,1,0,6,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3664,2,1,5,13,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
3665,1,0,10,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
3665,2,1,8,13,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
3666,1,1,6,4,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3666,2,0,5,15,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3667,1,0,19,7,1.5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,tr
3667,2,1,14,13,2.75,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,tr
3668,1,0,19,7,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3668,2,1,12,14,2.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3669,1,1,4,4,1.5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,tr
3669,2,0,3,19,2.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,tr
3670,1,0,13,7,1.5,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,tr
3670,2,1,10,13,2.75,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,tr
3671,1,0,8,5,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3671,2,1,4,15,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
3672,1,1,10,6,2.0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,tr
3672,2,0,6,15,2.0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,tr
3673,1,1,7,6,1.5,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tr
3673,2,0,4,17,2.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tr
3674,1,0,13,4,1.5,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,tr
3674,2,1,8,12,2.75,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,tr
3675,1,0,19,5,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
3675,2,1,16,15,3.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
3676,1,0,7,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
3676,2,1,5,11,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
3678,1,1,8,6,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3678,2,0,6,16,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
3680,1,1,10,6,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3680,2,0,7,18,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
3682,1,1,7,5,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
3682,2,0,5,14,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
3683,1,1,11,4,1.5,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,tr
3683,2,0,9,16,2.75,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,tr
3684,1,1,6,5,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3684,2,0,4,16,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
3685,1,1,5,4,1.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,tr
3685,2,0,4,14,2.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,tr
3686,1,0,12,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
